region,macroregion,fecha,codigo_region,poblacion,n_pcr_dia,casos_covid,muertes_covid,pcr_acum,pcr_acum_pob,casos_covid_pob
Atacama,Norte Chico,2020-05-30,3,314709,83,210,0,4806,152.71250583872722,6.67283109157984
Atacama,Norte Chico,2020-05-31,3,314709,126,210,0,4932,156.71620449367512,6.67283109157984
Atacama,Norte Chico,2020-06-01,3,314709,289,237,0,5221,165.89929109113498,7.530766517640106
Atacama,Norte Chico,2020-06-02,3,314709,0,237,0,5221,165.89929109113498,7.530766517640106
Atacama,Norte Chico,2020-06-03,3,314709,0,237,0,5221,165.89929109113498,7.530766517640106
Atacama,Norte Chico,2020-06-04,3,314709,0,237,0,5221,165.89929109113498,7.530766517640106
Atacama,Norte Chico,2020-06-05,3,314709,0,277,0,5221,165.89929109113498,8.801781963655314
Atacama,Norte Chico,2020-06-06,3,314709,0,277,0,5221,165.89929109113498,8.801781963655314
Atacama,Norte Chico,2020-06-07,3,314709,0,277,0,5221,165.89929109113498,8.801781963655314
Atacama,Norte Chico,2020-06-08,3,314709,0,347,0,5221,165.89929109113498,11.026058994181927
Atacama,Norte Chico,2020-06-09,3,314709,0,347,0,5221,165.89929109113498,11.026058994181927
Atacama,Norte Chico,2020-06-10,3,314709,186,347,0,5407,171.8095129151057,11.026058994181927
Atacama,Norte Chico,2020-06-11,3,314709,139,347,0,5546,176.22629159000854,11.026058994181927
Atacama,Norte Chico,2020-06-12,3,314709,218,420,0,5764,183.1533257707914,13.34566218315968
Atacama,Norte Chico,2020-06-13,3,314709,81,420,0,5845,185.7271320489722,13.34566218315968
Atacama,Norte Chico,2020-06-14,3,314709,132,420,0,5977,189.92148302082242,13.34566218315968
Atacama,Norte Chico,2020-06-15,3,314709,415,489,0,6392,203.1082682732302,15.538163827535914
Atacama,Norte Chico,2020-06-16,3,314709,152,489,0,6544,207.93812696808797,15.538163827535914
Atacama,Norte Chico,2020-06-17,3,314709,371,489,0,6915,219.726795229879,15.538163827535914
Atacama,Norte Chico,2020-06-18,3,314709,246,489,0,7161,227.54354022287256,15.538163827535914
Atacama,Norte Chico,2020-06-19,3,314709,251,489,0,7412,235.519162146618,15.538163827535914
Atacama,Norte Chico,2020-06-20,3,314709,303,489,1,7715,245.14710415018317,15.538163827535914
Coquimbo,Norte Chico,2020-04-09,4,836096,0,59,0,0,0,0.7056605939987752
Coquimbo,Norte Chico,2020-04-10,4,836096,0,59,0,0,0,0.7056605939987752
Coquimbo,Norte Chico,2020-04-11,4,836096,0,59,0,0,0,0.7056605939987752
Coquimbo,Norte Chico,2020-04-12,4,836096,0,59,0,0,0,0.7056605939987752
Coquimbo,Norte Chico,2020-04-13,4,836096,0,66,0,0,0,0.7893830373545622
Coquimbo,Norte Chico,2020-04-14,4,836096,0,66,0,0,0,0.7893830373545622
Coquimbo,Norte Chico,2020-04-15,4,836096,0,66,0,0,0,0.7893830373545622
Coquimbo,Norte Chico,2020-04-16,4,836096,0,66,0,0,0,0.7893830373545622
Coquimbo,Norte Chico,2020-04-17,4,836096,0,68,0,0,0,0.8133037354562156
Coquimbo,Norte Chico,2020-04-18,4,836096,0,68,0,0,0,0.8133037354562156
Coquimbo,Norte Chico,2020-04-19,4,836096,0,68,0,0,0,0.8133037354562156
Coquimbo,Norte Chico,2020-04-20,4,836096,0,75,0,0,0,0.8970261788120024
Coquimbo,Norte Chico,2020-04-21,4,836096,0,75,0,0,0,0.8970261788120024
Coquimbo,Norte Chico,2020-04-22,4,836096,29,75,0,29,0.3468501224739743,0.8970261788120024
Coquimbo,Norte Chico,2020-04-23,4,836096,22,75,0,51,0.6099778015921616,0.8970261788120024
Coquimbo,Norte Chico,2020-04-24,4,836096,44,79,0,95,1.1362331598285365,0.9448675750153092
Coquimbo,Norte Chico,2020-04-25,4,836096,42,79,0,137,1.6385678199632578,0.9448675750153092
Coquimbo,Norte Chico,2020-04-26,4,836096,72,79,0,209,2.4997129516227803,0.9448675750153092
Coquimbo,Norte Chico,2020-04-27,4,836096,0,82,0,209,2.4997129516227803,0.9807486221677895
Coquimbo,Norte Chico,2020-04-28,4,836096,148,82,0,357,4.269844611145132,0.9807486221677895
Coquimbo,Norte Chico,2020-04-29,4,836096,74,82,0,431,5.154910440906307,0.9807486221677895
Coquimbo,Norte Chico,2020-04-30,4,836096,78,82,0,509,6.08781766687079,0.9807486221677895
Coquimbo,Norte Chico,2020-05-01,4,836096,166,88,0,675,8.073235609308023,1.0525107164727496
Coquimbo,Norte Chico,2020-05-02,4,836096,165,88,0,840,10.046693202694428,1.0525107164727496
Coquimbo,Norte Chico,2020-05-03,4,836096,102,88,0,942,11.26664880587875,1.0525107164727496
Coquimbo,Norte Chico,2020-05-04,4,836096,191,104,0,1133,13.551075474586652,1.2438763012859768
Coquimbo,Norte Chico,2020-05-05,4,836096,0,104,0,1133,13.551075474586652,1.2438763012859768
Coquimbo,Norte Chico,2020-05-06,4,836096,23,104,0,1156,13.826163502755666,1.2438763012859768
Coquimbo,Norte Chico,2020-05-07,4,836096,51,104,0,1207,14.436141304347824,1.2438763012859768
Coquimbo,Norte Chico,2020-05-08,4,836096,59,124,0,1266,15.141801898346602,1.4830832823025109
Coquimbo,Norte Chico,2020-05-09,4,836096,66,124,0,1332,15.931184935701163,1.4830832823025109
Coquimbo,Norte Chico,2020-05-10,4,836096,370,124,1,1702,20.35651408450704,1.4830832823025109
Coquimbo,Norte Chico,2020-05-11,4,836096,95,149,1,1797,21.49274724433558,1.7820920085731782
Coquimbo,Norte Chico,2020-05-12,4,836096,48,149,1,1845,22.066843998775262,1.7820920085731782
Coquimbo,Norte Chico,2020-05-13,4,836096,0,149,1,1845,22.066843998775262,1.7820920085731782
Coquimbo,Norte Chico,2020-05-14,4,836096,80,149,1,1925,23.023671922841395,1.7820920085731782
Coquimbo,Norte Chico,2020-05-15,4,836096,253,197,1,2178,26.04964023270055,2.35618876301286
Coquimbo,Norte Chico,2020-05-16,4,836096,92,197,2,2270,27.149992345376607,2.35618876301286
Coquimbo,Norte Chico,2020-05-17,4,836096,180,197,2,2450,29.302855174525412,2.35618876301286
Coquimbo,Norte Chico,2020-05-18,4,836096,205,227,2,2655,31.754726729944885,2.7149992345376606
Coquimbo,Norte Chico,2020-05-19,4,836096,308,227,2,2963,35.438514237599506,2.7149992345376606
Coquimbo,Norte Chico,2020-05-20,4,836096,128,227,2,3091,36.969438916105325,2.7149992345376606
Coquimbo,Norte Chico,2020-05-21,4,836096,167,227,2,3258,38.96681720759339,2.7149992345376606
Coquimbo,Norte Chico,2020-05-22,4,836096,202,297,2,3460,41.38280771586038,3.5522236680955297
Coquimbo,Norte Chico,2020-05-23,4,836096,221,297,2,3681,44.02604485609308,3.5522236680955297
Coquimbo,Norte Chico,2020-05-24,4,836096,227,297,2,3908,46.741044090630744,3.5522236680955297
Coquimbo,Norte Chico,2020-05-25,4,836096,210,351,2,4118,49.25271739130435,4.198082516840171
Coquimbo,Norte Chico,2020-05-26,4,836096,214,351,2,4332,51.81223208818126,4.198082516840171
Coquimbo,Norte Chico,2020-05-27,4,836096,138,351,2,4470,53.46276025719535,4.198082516840171
Coquimbo,Norte Chico,2020-05-28,4,836096,222,351,2,4692,56.11795774647888,4.198082516840171
Coquimbo,Norte Chico,2020-05-29,4,836096,176,552,2,4868,58.22297917942437,6.602112676056338
Coquimbo,Norte Chico,2020-05-30,4,836096,248,552,2,5116,61.189145744029396,6.602112676056338
Coquimbo,Norte Chico,2020-05-31,4,836096,359,552,2,5475,65.48291105327618,6.602112676056338
Coquimbo,Norte Chico,2020-06-01,4,836096,177,681,2,5652,67.5998928352725,8.144997703612981
Coquimbo,Norte Chico,2020-06-02,4,836096,0,681,2,5652,67.5998928352725,8.144997703612981
Coquimbo,Norte Chico,2020-06-03,4,836096,0,681,4,5652,67.5998928352725,8.144997703612981
Coquimbo,Norte Chico,2020-06-04,4,836096,0,681,4,5652,67.5998928352725,8.144997703612981
Coquimbo,Norte Chico,2020-06-05,4,836096,0,851,5,5652,67.5998928352725,10.17825704225352
Coquimbo,Norte Chico,2020-06-06,4,836096,0,851,5,5652,67.5998928352725,10.17825704225352
Coquimbo,Norte Chico,2020-06-07,4,836096,0,851,4,5652,67.5998928352725,10.17825704225352
Coquimbo,Norte Chico,2020-06-08,4,836096,0,1139,5,5652,67.5998928352725,13.622837568891612
Coquimbo,Norte Chico,2020-06-09,4,836096,0,1139,5,5652,67.5998928352725,13.622837568891612
Coquimbo,Norte Chico,2020-06-10,4,836096,363,1139,6,6015,71.9414995407226,13.622837568891612
Coquimbo,Norte Chico,2020-06-11,4,836096,307,1139,7,6322,75.6133266993264,13.622837568891612
Coquimbo,Norte Chico,2020-06-12,4,836096,307,1460,7,6629,79.2851538579302,17.46210961420698
Coquimbo,Norte Chico,2020-06-13,4,836096,266,1460,8,6895,82.46660670545009,17.46210961420698
Coquimbo,Norte Chico,2020-06-14,4,836096,345,1460,10,7240,86.5929271279853,17.46210961420698
Coquimbo,Norte Chico,2020-06-15,4,836096,314,1705,10,7554,90.34847672994489,20.392395131659523
Coquimbo,Norte Chico,2020-06-16,4,836096,338,1705,10,7892,94.39107470912431,20.392395131659523
Coquimbo,Norte Chico,2020-06-17,4,836096,412,1705,12,8304,99.3187385180649,20.392395131659523
Coquimbo,Norte Chico,2020-06-18,4,836096,381,1705,15,8685,103.87563150642988,20.392395131659523
Coquimbo,Norte Chico,2020-06-19,4,836096,338,1705,16,9023,107.9182294856093,20.392395131659523
Coquimbo,Norte Chico,2020-06-20,4,836096,364,1705,16,9387,112.27179654011023,20.392395131659523
Valparaíso,Zona Central,2020-04-09,5,1960170,301,220,2,301,1.535581097557865,1.1223516327665457
Valparaíso,Zona Central,2020-04-10,5,1960170,249,220,2,550,2.8058790819163644,1.1223516327665457
Valparaíso,Zona Central,2020-04-11,5,1960170,248,220,2,798,4.071075467944107,1.1223516327665457
Valparaíso,Zona Central,2020-04-12,5,1960170,273,220,2,1071,5.463811812240775,1.1223516327665457
Valparaíso,Zona Central,2020-04-13,5,1960170,223,273,2,1294,6.601468239999592,1.3927363442966683
Valparaíso,Zona Central,2020-04-14,5,1960170,92,273,2,1386,7.070815286429238,1.3927363442966683
Valparaíso,Zona Central,2020-04-15,5,1960170,385,299,2,1771,9.034930643770693,1.5253779008963508
Valparaíso,Zona Central,2020-04-16,5,1960170,240,299,4,2011,10.25931424315238,1.5253779008963508
Valparaíso,Zona Central,2020-04-17,5,1960170,246,345,4,2257,11.514307432518608,1.760051424111174
Valparaíso,Zona Central,2020-04-18,5,1960170,330,345,4,2587,13.197834881668426,1.760051424111174
Valparaíso,Zona Central,2020-04-19,5,1960170,166,345,5,2753,14.044700204574093,1.760051424111174
Valparaíso,Zona Central,2020-04-20,5,1960170,177,390,5,2930,14.947683109118087,1.9896233489952404
Valparaíso,Zona Central,2020-04-21,5,1960170,142,390,6,3072,15.672110072085584,1.9896233489952404
Valparaíso,Zona Central,2020-04-22,5,1960170,384,390,7,3456,17.631123831096282,1.9896233489952404
Valparaíso,Zona Central,2020-04-23,5,1960170,90,390,7,3546,18.090267680864415,1.9896233489952404
Valparaíso,Zona Central,2020-04-24,5,1960170,293,455,8,3839,19.585035991776223,2.321227240494447
Valparaíso,Zona Central,2020-04-25,5,1960170,262,455,9,4101,20.921654754434563,2.321227240494447
Valparaíso,Zona Central,2020-04-26,5,1960170,201,455,9,4302,21.947076018916725,2.321227240494447
Valparaíso,Zona Central,2020-04-27,5,1960170,167,481,9,4469,22.79904294015315,2.4538687970941293
Valparaíso,Zona Central,2020-04-28,5,1960170,184,481,10,4653,23.73773703301244,2.4538687970941293
Valparaíso,Zona Central,2020-04-29,5,1960170,169,481,12,4822,24.59990715091038,2.4538687970941293
