region,macroregion,fecha,codigo_region,poblacion,n_pcr_dia,casos_covid,muertes_covid,pcr_acum,pcr_acum_pob,casos_covid_pob
Los Ríos,Zona Sur,2020-06-07,14,405835,0,398,8,5658,139.41626523094362,9.806941244594478
Los Ríos,Zona Sur,2020-06-08,14,405835,0,433,8,5658,139.41626523094362,10.66936070077741
Los Ríos,Zona Sur,2020-06-09,14,405835,0,433,8,5658,139.41626523094362,10.66936070077741
Los Ríos,Zona Sur,2020-06-10,14,405835,148,433,8,5806,143.06306750280288,10.66936070077741
Los Ríos,Zona Sur,2020-06-11,14,405835,192,433,8,5998,147.7940542338635,10.66936070077741
Los Ríos,Zona Sur,2020-06-12,14,405835,242,487,9,6240,153.75706875947122,11.999950718888218
Los Ríos,Zona Sur,2020-06-13,14,405835,300,487,9,6540,161.1492355267535,11.999950718888218
Los Ríos,Zona Sur,2020-06-14,14,405835,219,487,9,6759,166.54551726686952,11.999950718888218
Los Ríos,Zona Sur,2020-06-15,14,405835,258,539,9,7017,172.90278068673229,13.281259625217146
Los Ríos,Zona Sur,2020-06-16,14,405835,149,539,9,7166,176.57422351448247,13.281259625217146
Los Ríos,Zona Sur,2020-06-17,14,405835,209,539,10,7375,181.72409969568912,13.281259625217146
Los Ríos,Zona Sur,2020-06-18,14,405835,277,539,10,7652,188.54953367747976,13.281259625217146
Los Ríos,Zona Sur,2020-06-19,14,405835,337,539,10,7989,196.85340101272683,13.281259625217146
Los Ríos,Zona Sur,2020-06-20,14,405835,358,539,10,8347,205.6747200216837,13.281259625217146
Los Lagos,Zona Sur,2020-04-09,10,891440,341,304,2,341,3.8252714708785787,3.4102126895809026
Los Lagos,Zona Sur,2020-04-10,10,891440,199,304,2,540,6.057614645966077,3.4102126895809026
Los Lagos,Zona Sur,2020-04-11,10,891440,178,304,5,718,8.054383918154896,3.4102126895809026
Los Lagos,Zona Sur,2020-04-12,10,891440,225,304,5,943,10.57839002064076,3.4102126895809026
Los Lagos,Zona Sur,2020-04-13,10,891440,39,380,5,982,11.01588441173831,4.262765861976129
Los Lagos,Zona Sur,2020-04-14,10,891440,131,380,5,1113,12.485416853630083,4.262765861976129
Los Lagos,Zona Sur,2020-04-15,10,891440,137,390,5,1250,14.022256124921475,4.3749439109755
Los Lagos,Zona Sur,2020-04-16,10,891440,139,390,5,1389,15.581531006012744,4.3749439109755
Los Lagos,Zona Sur,2020-04-17,10,891440,198,412,6,1587,17.802656376200307,4.621735618774118
Los Lagos,Zona Sur,2020-04-18,10,891440,315,412,6,1902,21.336264919680517,4.621735618774118
Los Lagos,Zona Sur,2020-04-19,10,891440,96,412,6,1998,22.413174190074486,4.621735618774118
Los Lagos,Zona Sur,2020-04-20,10,891440,139,431,6,2137,23.972449071165755,4.834873911872925
Los Lagos,Zona Sur,2020-04-21,10,891440,149,431,6,2286,25.643902001256393,4.834873911872925
Los Lagos,Zona Sur,2020-04-22,10,891440,209,431,6,2495,27.988423225343265,4.834873911872925
Los Lagos,Zona Sur,2020-04-23,10,891440,335,431,7,2830,31.74638786682222,4.834873911872925
Los Lagos,Zona Sur,2020-04-24,10,891440,324,453,8,3154,35.380956654401864,5.081665619671543
Los Lagos,Zona Sur,2020-04-25,10,891440,406,453,8,3560,39.93538544377636,5.081665619671543
Los Lagos,Zona Sur,2020-04-26,10,891440,302,453,8,3862,43.323162523557386,5.081665619671543
Los Lagos,Zona Sur,2020-04-27,10,891440,207,462,8,4069,45.64524813784438,5.182625863770977
Los Lagos,Zona Sur,2020-04-28,10,891440,225,462,9,4294,48.169254240330254,5.182625863770977
Los Lagos,Zona Sur,2020-04-29,10,891440,390,462,9,4684,52.54419815130576,5.182625863770977
Los Lagos,Zona Sur,2020-04-30,10,891440,276,462,10,4960,55.64031230368842,5.182625863770977
Los Lagos,Zona Sur,2020-05-01,10,891440,371,479,10,5331,59.802117921565106,5.373328547069909
Los Lagos,Zona Sur,2020-05-02,10,891440,412,479,10,5743,64.42385354033922,5.373328547069909
Los Lagos,Zona Sur,2020-05-03,10,891440,220,479,10,5963,66.89177061832541,5.373328547069909
Los Lagos,Zona Sur,2020-05-04,10,891440,262,503,10,6225,69.83083550210894,5.642555864668402
Los Lagos,Zona Sur,2020-05-05,10,891440,243,503,10,6468,72.55676209279368,5.642555864668402
Los Lagos,Zona Sur,2020-05-06,10,891440,686,503,10,7154,80.2521762541506,5.642555864668402
Los Lagos,Zona Sur,2020-05-07,10,891440,449,503,10,7603,85.28897065422238,5.642555864668402
Los Lagos,Zona Sur,2020-05-08,10,891440,849,525,10,8452,94.81288701426905,5.8893475724670195
Los Lagos,Zona Sur,2020-05-09,10,891440,537,525,10,8989,100.83684824553532,5.8893475724670195
Los Lagos,Zona Sur,2020-05-10,10,891440,1146,525,10,10135,113.69245266086332,5.8893475724670195
Los Lagos,Zona Sur,2020-05-11,10,891440,1670,569,10,11805,132.42618684375842,6.382930988064255
Los Lagos,Zona Sur,2020-05-12,10,891440,644,569,11,12449,139.65045319931795,6.382930988064255
Los Lagos,Zona Sur,2020-05-13,10,891440,194,569,11,12643,141.82670734990577,6.382930988064255
Los Lagos,Zona Sur,2020-05-14,10,891440,933,569,11,13576,152.29291932154715,6.382930988064255
Los Lagos,Zona Sur,2020-05-15,10,891440,921,618,11,14497,162.62451763438932,6.932603428161177
Los Lagos,Zona Sur,2020-05-16,10,891440,718,618,11,15215,170.6789015525442,6.932603428161177
Los Lagos,Zona Sur,2020-05-17,10,891440,675,618,11,15890,178.25091986000177,6.932603428161177
Los Lagos,Zona Sur,2020-05-18,10,891440,779,630,11,16669,186.98958987705288,7.067217086960424
Los Lagos,Zona Sur,2020-05-19,10,891440,705,630,12,17374,194.89814233150858,7.067217086960424
Los Lagos,Zona Sur,2020-05-20,10,891440,577,630,12,17951,201.37081575877232,7.067217086960424
Los Lagos,Zona Sur,2020-05-21,10,891440,1058,630,13,19009,213.23925334290584,7.067217086960424
Los Lagos,Zona Sur,2020-05-22,10,891440,928,698,13,19937,223.64937629004757,7.830027820156152
Los Lagos,Zona Sur,2020-05-23,10,891440,661,698,13,20598,231.06434532890606,7.830027820156152
Los Lagos,Zona Sur,2020-05-24,10,891440,1768,698,13,22366,250.89742439199497,7.830027820156152
Los Lagos,Zona Sur,2020-05-25,10,891440,969,738,13,23335,261.7674773400341,8.27874001615364
Los Lagos,Zona Sur,2020-05-26,10,891440,334,738,13,23669,265.51422417661314,8.27874001615364
Los Lagos,Zona Sur,2020-05-27,10,891440,416,738,13,24085,270.180831014987,8.27874001615364
Los Lagos,Zona Sur,2020-05-28,10,891440,901,738,13,24986,280.2880732298304,8.27874001615364
Los Lagos,Zona Sur,2020-05-29,10,891440,939,796,13,25925,290.8215920308714,8.929372700349996
Los Lagos,Zona Sur,2020-05-30,10,891440,1013,796,13,26938,302.18522839450776,8.929372700349996
Los Lagos,Zona Sur,2020-05-31,10,891440,1711,796,13,28649,321.37889257830034,8.929372700349996
Los Lagos,Zona Sur,2020-06-01,10,891440,994,836,13,29643,332.5293906488378,9.378084896347483
Los Lagos,Zona Sur,2020-06-02,10,891440,0,836,13,29643,332.5293906488378,9.378084896347483
Los Lagos,Zona Sur,2020-06-03,10,891440,0,836,13,29643,332.5293906488378,9.378084896347483
Los Lagos,Zona Sur,2020-06-04,10,891440,0,836,13,29643,332.5293906488378,9.378084896347483
Los Lagos,Zona Sur,2020-06-05,10,891440,0,938,13,29643,332.5293906488378,10.522300996141075
Los Lagos,Zona Sur,2020-06-06,10,891440,0,938,13,29643,332.5293906488378,10.522300996141075
Los Lagos,Zona Sur,2020-06-07,10,891440,0,938,12,29643,332.5293906488378,10.522300996141075
Los Lagos,Zona Sur,2020-06-08,10,891440,0,977,12,29643,332.5293906488378,10.959795387238625
Los Lagos,Zona Sur,2020-06-09,10,891440,0,977,12,29643,332.5293906488378,10.959795387238625
Los Lagos,Zona Sur,2020-06-10,10,891440,837,977,12,30480,341.9186933500853,10.959795387238625
Los Lagos,Zona Sur,2020-06-11,10,891440,1227,977,12,31707,355.6829399623082,10.959795387238625
Los Lagos,Zona Sur,2020-06-12,10,891440,970,1048,12,32677,366.56421071524727,11.756259535134165
Los Lagos,Zona Sur,2020-06-13,10,891440,1152,1048,13,33829,379.48712195997484,11.756259535134165
Los Lagos,Zona Sur,2020-06-14,10,891440,1316,1048,13,35145,394.2497532082922,11.756259535134165
Los Lagos,Zona Sur,2020-06-15,10,891440,1004,1132,13,36149,405.5124293278291,12.698555146728888
Los Lagos,Zona Sur,2020-06-16,10,891440,263,1132,13,36412,408.4627120165126,12.698555146728888
Los Lagos,Zona Sur,2020-06-17,10,891440,1115,1132,14,37527,420.97056447994254,12.698555146728888
Los Lagos,Zona Sur,2020-06-18,10,891440,1236,1132,14,38763,434.83577133626494,12.698555146728888
Los Lagos,Zona Sur,2020-06-19,10,891440,1245,1132,14,40008,448.80193843668667,12.698555146728888
Los Lagos,Zona Sur,2020-06-20,10,891440,1095,1132,15,41103,461.0854348021179,12.698555146728888
Aysén,Zona Austral,2020-04-09,11,107297,10,4,0,10,0.9319925067802455,0.3727970027120982
Aysén,Zona Austral,2020-04-10,11,107297,0,4,0,10,0.9319925067802455,0.3727970027120982
Aysén,Zona Austral,2020-04-11,11,107297,0,4,0,10,0.9319925067802455,0.3727970027120982
Aysén,Zona Austral,2020-04-12,11,107297,7,4,0,17,1.5843872615264174,0.3727970027120982
Aysén,Zona Austral,2020-04-13,11,107297,0,7,0,17,1.5843872615264174,0.6523947547461719
Aysén,Zona Austral,2020-04-14,11,107297,12,7,0,29,2.702778269662712,0.6523947547461719
Aysén,Zona Austral,2020-04-15,11,107297,8,7,0,37,3.4483722750869084,0.6523947547461719
Aysén,Zona Austral,2020-04-16,11,107297,16,7,0,53,4.939560285935301,0.6523947547461719
Aysén,Zona Austral,2020-04-17,11,107297,8,7,0,61,5.685154291359498,0.6523947547461719
Aysén,Zona Austral,2020-04-18,11,107297,8,7,0,69,6.430748296783694,0.6523947547461719
Aysén,Zona Austral,2020-04-19,11,107297,6,7,0,75,6.989943800851841,0.6523947547461719
Aysén,Zona Austral,2020-04-20,11,107297,0,5,0,75,6.989943800851841,0.46599625339012274
Aysén,Zona Austral,2020-04-21,11,107297,4,5,0,79,7.3627408035639395,0.46599625339012274
Aysén,Zona Austral,2020-04-22,11,107297,4,5,0,83,7.735537806276038,0.46599625339012274
Aysén,Zona Austral,2020-04-23,11,107297,21,5,0,104,9.692722070514552,0.46599625339012274
Aysén,Zona Austral,2020-04-24,11,107297,48,5,0,152,14.166286103059731,0.46599625339012274
Aysén,Zona Austral,2020-04-25,11,107297,30,5,0,182,16.962263623400467,0.46599625339012274
Aysén,Zona Austral,2020-04-26,11,107297,13,5,0,195,18.173853882214786,0.46599625339012274
Aysén,Zona Austral,2020-04-27,11,107297,0,5,0,195,18.173853882214786,0.46599625339012274
Aysén,Zona Austral,2020-04-28,11,107297,29,5,0,224,20.8766321518775,0.46599625339012274
Aysén,Zona Austral,2020-04-29,11,107297,53,5,0,277,25.816192437812802,0.46599625339012274
Aysén,Zona Austral,2020-04-30,11,107297,22,5,0,299,27.866575952729338,0.46599625339012274
Aysén,Zona Austral,2020-05-01,11,107297,0,4,0,299,27.866575952729338,0.3727970027120982
Aysén,Zona Austral,2020-05-02,11,107297,46,4,0,345,32.15374148391847,0.3727970027120982
Aysén,Zona Austral,2020-05-03,11,107297,32,4,0,377,35.13611750561525,0.3727970027120982
Aysén,Zona Austral,2020-05-04,11,107297,0,4,0,377,35.13611750561525,0.3727970027120982
Aysén,Zona Austral,2020-05-05,11,107297,44,4,0,421,39.23688453544833,0.3727970027120982
Aysén,Zona Austral,2020-05-06,11,107297,38,4,0,459,42.77845606121326,0.3727970027120982
Aysén,Zona Austral,2020-05-07,11,107297,0,4,0,459,42.77845606121326,0.3727970027120982
Aysén,Zona Austral,2020-05-08,11,107297,32,5,0,491,45.76083208291005,0.46599625339012274
Aysén,Zona Austral,2020-05-09,11,107297,35,5,0,526,49.022805856640915,0.46599625339012274
Aysén,Zona Austral,2020-05-10,11,107297,102,5,0,628,58.52912942579941,0.46599625339012274
Aysén,Zona Austral,2020-05-11,11,107297,93,5,0,721,67.1966597388557,0.46599625339012274
Aysén,Zona Austral,2020-05-12,11,107297,0,5,0,721,67.1966597388557,0.46599625339012274
Aysén,Zona Austral,2020-05-13,11,107297,20,5,0,741,69.0606447524162,0.46599625339012274
Aysén,Zona Austral,2020-05-14,11,107297,110,5,0,851,79.31256232699889,0.46599625339012274
Aysén,Zona Austral,2020-05-15,11,107297,38,5,0,889,82.85413385276382,0.46599625339012274
Aysén,Zona Austral,2020-05-16,11,107297,32,5,0,921,85.8365098744606,0.46599625339012274
Aysén,Zona Austral,2020-05-17,11,107297,66,5,0,987,91.98766041921023,0.46599625339012274
Aysén,Zona Austral,2020-05-18,11,107297,14,5,0,1001,93.29244992870257,0.46599625339012274
Aysén,Zona Austral,2020-05-19,11,107297,0,5,0,1001,93.29244992870257,0.46599625339012274
Aysén,Zona Austral,2020-05-20,11,107297,68,5,0,1069,99.62999897480825,0.46599625339012274
Aysén,Zona Austral,2020-05-21,11,107297,50,5,0,1119,104.28996150870947,0.46599625339012274
Aysén,Zona Austral,2020-05-22,11,107297,45,5,0,1164,108.48392778922057,0.46599625339012274
Aysén,Zona Austral,2020-05-23,11,107297,6,5,0,1170,109.04312329328873,0.46599625339012274
Aysén,Zona Austral,2020-05-24,11,107297,44,5,0,1214,113.1438903231218,0.46599625339012274
Aysén,Zona Austral,2020-05-25,11,107297,13,7,0,1227,114.35548058193612,0.6523947547461719
Aysén,Zona Austral,2020-05-26,11,107297,0,7,0,1227,114.35548058193612,0.6523947547461719
Aysén,Zona Austral,2020-05-27,11,107297,103,7,0,1330,123.95500340177266,0.6523947547461719
Aysén,Zona Austral,2020-05-28,11,107297,113,7,0,1443,134.48651872838943,0.6523947547461719
Aysén,Zona Austral,2020-05-29,11,107297,51,12,0,1494,139.23968051296868,1.1183910081362947
Aysén,Zona Austral,2020-05-30,11,107297,89,12,0,1583,147.53441382331286,1.1183910081362947
Aysén,Zona Austral,2020-05-31,11,107297,71,12,0,1654,154.1515606214526,1.1183910081362947
Aysén,Zona Austral,2020-06-01,11,107297,24,13,0,1678,156.38834263772517,1.211590258814319
Aysén,Zona Austral,2020-06-02,11,107297,0,13,0,1678,156.38834263772517,1.211590258814319
Aysén,Zona Austral,2020-06-03,11,107297,0,13,0,1678,156.38834263772517,1.211590258814319
Aysén,Zona Austral,2020-06-04,11,107297,0,13,0,1678,156.38834263772517,1.211590258814319
Aysén,Zona Austral,2020-06-05,11,107297,0,15,0,1678,156.38834263772517,1.3979887601703682
Aysén,Zona Austral,2020-06-06,11,107297,0,15,0,1678,156.38834263772517,1.3979887601703682
Aysén,Zona Austral,2020-06-07,11,107297,0,15,0,1678,156.38834263772517,1.3979887601703682
Aysén,Zona Austral,2020-06-08,11,107297,0,17,0,1678,156.38834263772517,1.5843872615264174
Aysén,Zona Austral,2020-06-09,11,107297,0,17,0,1678,156.38834263772517,1.5843872615264174
Aysén,Zona Austral,2020-06-10,11,107297,30,17,0,1708,159.18432015806593,1.5843872615264174
Aysén,Zona Austral,2020-06-11,11,107297,119,17,0,1827,170.27503098875084,1.5843872615264174
Aysén,Zona Austral,2020-06-12,11,107297,65,18,0,1892,176.33298228282246,1.677586512204442
Aysén,Zona Austral,2020-06-13,11,107297,109,18,0,2001,186.49170060672714,1.677586512204442
Aysén,Zona Austral,2020-06-14,11,107297,46,18,0,2047,190.77886613791625,1.677586512204442
Aysén,Zona Austral,2020-06-15,11,107297,80,22,0,2127,198.23480619215823,2.05038351491654
Aysén,Zona Austral,2020-06-16,11,107297,0,22,0,2127,198.23480619215823,2.05038351491654
Aysén,Zona Austral,2020-06-17,11,107297,131,22,0,2258,210.44390803097943,2.05038351491654
Aysén,Zona Austral,2020-06-18,11,107297,126,22,0,2384,222.1870136164105,2.05038351491654
Aysén,Zona Austral,2020-06-19,11,107297,81,22,0,2465,229.7361529213305,2.05038351491654
Aysén,Zona Austral,2020-06-20,11,107297,73,22,0,2538,236.53969822082632,2.05038351491654
Magallanes,Zona Austral,2020-04-09,12,178362,73,318,3,73,4.092800035882083,17.828909745349346
Magallanes,Zona Austral,2020-04-10,12,178362,24,318,3,97,5.438378129870713,17.828909745349346
Magallanes,Zona Austral,2020-04-11,12,178362,46,318,3,143,8.017402810015586,17.828909745349346
Magallanes,Zona Austral,2020-04-12,12,178362,45,318,4,188,10.540361736244266,17.828909745349346
Magallanes,Zona Austral,2020-04-13,12,178362,45,415,5,233,13.063320662472949,23.267287875220056
Magallanes,Zona Austral,2020-04-14,12,178362,35,415,6,268,15.0256220495397,23.267287875220056
Magallanes,Zona Austral,2020-04-15,12,178362,63,444,6,331,18.557764546259854,24.893194738789653
Magallanes,Zona Austral,2020-04-16,12,178362,86,444,6,417,23.379419383052443,24.893194738789653
Magallanes,Zona Austral,2020-04-17,12,178362,69,501,6,486,27.247956403269754,28.088942712012646
Magallanes,Zona Austral,2020-04-18,12,178362,48,501,6,534,29.939112591247014,28.088942712012646
Magallanes,Zona Austral,2020-04-19,12,178362,93,501,6,627,35.153227705452956,28.088942712012646
Magallanes,Zona Austral,2020-04-20,12,178362,48,548,6,675,37.84438389343022,30.724033146073715
Magallanes,Zona Austral,2020-04-21,12,178362,41,548,7,716,40.14307980399413,30.724033146073715
Magallanes,Zona Austral,2020-04-22,12,178362,49,548,7,765,42.89030174588758,30.724033146073715
Magallanes,Zona Austral,2020-04-23,12,178362,0,548,7,765,42.89030174588758,30.724033146073715
Magallanes,Zona Austral,2020-04-24,12,178362,93,614,8,858,48.10441686009352,34.42437290454245
Magallanes,Zona Austral,2020-04-25,12,178362,113,614,8,971,54.43984705262332,34.42437290454245
Magallanes,Zona Austral,2020-04-26,12,178362,52,614,9,1023,57.355266256265345,34.42437290454245
Magallanes,Zona Austral,2020-04-27,12,178362,26,659,10,1049,58.81297585808637,36.94733183077113
Magallanes,Zona Austral,2020-04-28,12,178362,63,659,10,1112,62.345118354806516,36.94733183077113
Magallanes,Zona Austral,2020-04-29,12,178362,67,659,11,1179,66.10152386719145,36.94733183077113
Magallanes,Zona Austral,2020-04-30,12,178362,80,659,11,1259,70.58678418048687,36.94733183077113
Magallanes,Zona Austral,2020-05-01,12,178362,126,721,11,1385,77.65106917392718,40.42340857357509
Magallanes,Zona Austral,2020-05-02,12,178362,58,721,11,1443,80.90288290106638,40.42340857357509
Magallanes,Zona Austral,2020-05-03,12,178362,29,721,11,1472,82.52878976463596,40.42340857357509
Magallanes,Zona Austral,2020-05-04,12,178362,61,781,11,1533,85.94880075352373,43.78735380854666
Magallanes,Zona Austral,2020-05-05,12,178362,82,781,11,1615,90.54619257465156,43.78735380854666
Magallanes,Zona Austral,2020-05-06,12,178362,79,781,11,1694,94.9753871340308,43.78735380854666
Magallanes,Zona Austral,2020-05-07,12,178362,168,781,11,1862,104.3944337919512,43.78735380854666
Magallanes,Zona Austral,2020-05-08,12,178362,58,865,11,1920,107.6462475190904,48.49687713750687
Magallanes,Zona Austral,2020-05-09,12,178362,54,865,11,1974,110.67379823056481,48.49687713750687
Magallanes,Zona Austral,2020-05-10,12,178362,58,865,13,2032,113.92561195770399,48.49687713750687
Magallanes,Zona Austral,2020-05-11,12,178362,58,898,14,2090,117.17742568484319,50.347047016741236
Magallanes,Zona Austral,2020-05-12,12,178362,53,898,14,2143,120.1489106424014,50.347047016741236
Magallanes,Zona Austral,2020-05-13,12,178362,155,898,16,2298,128.8391024994113,50.347047016741236
Magallanes,Zona Austral,2020-05-14,12,178362,130,898,16,2428,136.12765050851638,50.347047016741236
Magallanes,Zona Austral,2020-05-15,12,178362,0,934,16,2428,136.12765050851638,52.36541415772418
Magallanes,Zona Austral,2020-05-16,12,178362,51,934,16,2479,138.9870039582422,52.36541415772418
Magallanes,Zona Austral,2020-05-17,12,178362,328,934,16,2807,157.3765712427535,52.36541415772418
Magallanes,Zona Austral,2020-05-18,12,178362,323,968,16,3130,175.4858097576838,54.27164979087473
Magallanes,Zona Austral,2020-05-19,12,178362,98,968,17,3228,180.9802536414707,54.27164979087473
Magallanes,Zona Austral,2020-05-20,12,178362,333,968,18,3561,199.65014969556296,54.27164979087473
Magallanes,Zona Austral,2020-05-21,12,178362,363,968,18,3924,220.00201836714098,54.27164979087473
Magallanes,Zona Austral,2020-05-22,12,178362,165,992,18,4089,229.2528677633128,55.61722788486337
Magallanes,Zona Austral,2020-05-23,12,178362,116,992,18,4205,235.75649521759118,55.61722788486337
Magallanes,Zona Austral,2020-05-24,12,178362,26,992,18,4231,237.2142048194122,55.61722788486337
Magallanes,Zona Austral,2020-05-25,12,178362,185,1016,18,4416,247.5863692939079,56.962805978851996
Magallanes,Zona Austral,2020-05-26,12,178362,48,1016,18,4464,250.27752548188516,56.962805978851996
Magallanes,Zona Austral,2020-05-27,12,178362,42,1016,18,4506,252.63228714636526,56.962805978851996
Magallanes,Zona Austral,2020-05-28,12,178362,174,1016,18,4680,262.3877283277828,56.962805978851996
Magallanes,Zona Austral,2020-05-29,12,178362,346,1046,19,5026,281.78647918278557,58.64477859633778
Magallanes,Zona Austral,2020-05-30,12,178362,136,1046,19,5162,289.4114217153878,58.64477859633778
Magallanes,Zona Austral,2020-05-31,12,178362,179,1046,19,5341,299.44719166638635,58.64477859633778
Magallanes,Zona Austral,2020-06-01,12,178362,107,1056,19,5448,305.446227335419,59.20543613549972
Magallanes,Zona Austral,2020-06-02,12,178362,0,1056,19,5448,305.446227335419,59.20543613549972
Magallanes,Zona Austral,2020-06-03,12,178362,0,1056,19,5448,305.446227335419,59.20543613549972
Magallanes,Zona Austral,2020-06-04,12,178362,0,1056,19,5448,305.446227335419,59.20543613549972
Magallanes,Zona Austral,2020-06-05,12,178362,0,1070,19,5448,305.446227335419,59.990356690326415
Magallanes,Zona Austral,2020-06-06,12,178362,0,1070,19,5448,305.446227335419,59.990356690326415
Magallanes,Zona Austral,2020-06-07,12,178362,0,1070,14,5448,305.446227335419,59.990356690326415
Magallanes,Zona Austral,2020-06-08,12,178362,0,1086,15,5448,305.446227335419,60.8874087529855
Magallanes,Zona Austral,2020-06-09,12,178362,0,1086,15,5448,305.446227335419,60.8874087529855
Magallanes,Zona Austral,2020-06-10,12,178362,16,1086,15,5464,306.3432793980781,60.8874087529855
Magallanes,Zona Austral,2020-06-11,12,178362,104,1086,15,5568,312.17411780536213,60.8874087529855
Magallanes,Zona Austral,2020-06-12,12,178362,140,1106,15,5708,320.0233233536291,62.00872383130936
Magallanes,Zona Austral,2020-06-13,12,178362,142,1106,15,5850,327.9846604097286,62.00872383130936
Magallanes,Zona Austral,2020-06-14,12,178362,136,1106,15,5986,335.60960294233075,62.00872383130936
Magallanes,Zona Austral,2020-06-15,12,178362,126,1185,15,6112,342.6738879357711,66.4379183906886
Magallanes,Zona Austral,2020-06-16,12,178362,141,1185,15,6253,350.57915923795423,66.4379183906886
Magallanes,Zona Austral,2020-06-17,12,178362,17,1185,15,6270,351.5322770545296,66.4379183906886
Magallanes,Zona Austral,2020-06-18,12,178362,68,1185,15,6338,355.34474832083066,66.4379183906886
Magallanes,Zona Austral,2020-06-19,12,178362,247,1185,15,6585,369.1929895381303,66.4379183906886
Magallanes,Zona Austral,2020-06-20,12,178362,189,1185,15,6774,379.78941702829076,66.4379183906886
