region,fecha,casos_nuevos,fallecidos,fallecidos_d,casos_nuevos_d
O’Higgins,2021-03-24,281.4,3.4,0,267
O’Higgins,2021-03-25,288.2,3,10,279
O’Higgins,2021-03-26,321.2,3.8,3,391
O’Higgins,2021-03-27,338,7.2,2,317
O’Higgins,2021-03-28,358,5.2,4,352
O’Higgins,2021-03-29,335,4.6,17,351
O’Higgins,2021-03-30,333.8,5,0,379
O’Higgins,2021-03-31,346.6,5.2,0,276
O’Higgins,2021-04-01,351.6,3.2,4,311
O’Higgins,2021-04-02,352.2,4.4,5,416
O’Higgins,2021-04-03,351,4.4,7,376
O’Higgins,2021-04-04,334.2,3.8,6,382
O’Higgins,2021-04-05,294,3.6,0,270
O’Higgins,2021-04-06,287.8,4.2,1,227
O’Higgins,2021-04-07,311.8,5,4,215
O’Higgins,2021-04-08,343,6.2,10,345
O’Higgins,2021-04-09,375,8.4,10,502
O’Higgins,2021-04-10,401.4,8.4,6,426
O’Higgins,2021-04-11,395.4,6.4,12,387
O’Higgins,2021-04-12,353.6,4.4,4,347
O’Higgins,2021-04-13,314.8,5.8,0,315
O’Higgins,2021-04-14,311,5,0,293
O’Higgins,2021-04-15,319,5.2,13,232
O’Higgins,2021-04-16,331,6,8,368
O’Higgins,2021-04-17,340,6.8,5,387
O’Higgins,2021-04-18,347.4,4.2,4,375
O’Higgins,2021-04-19,315.6,2.6,4,338
O’Higgins,2021-04-20,289.6,3.6,0,269
O’Higgins,2021-04-21,281.6,3.8,0,209
O’Higgins,2021-04-22,287,4,10,257
O’Higgins,2021-04-23,294.2,5.8,5,335
O’Higgins,2021-04-24,302.4,6.4,5,365
O’Higgins,2021-04-25,301.4,4.4,9,305
O’Higgins,2021-04-26,273.2,3.4,3,250
O’Higgins,2021-04-27,254,4.4,0,252
O’Higgins,2021-04-28,264.8,3.6,0,194
O’Higgins,2021-04-29,272.8,4.2,10,269
O’Higgins,2021-04-30,273.8,5.4,5,359
O’Higgins,2021-05-01,297.6,6.2,6,290
O’Higgins,2021-05-02,272.4,4.2,6,257
O’Higgins,2021-05-03,240.2,3.2,4,313
O’Higgins,2021-05-04,232,4.6,0,143
O’Higgins,2021-05-05,NA,NA,0,198
O’Higgins,2021-05-06,NA,NA,13,249
Maule,2020-03-03,NA,NA,NA,0
Maule,2020-03-04,NA,NA,NA,1
Maule,2020-03-05,0.2,NA,NA,0
Maule,2020-03-06,0.4,NA,NA,0
Maule,2020-03-07,0.4,NA,NA,0
Maule,2020-03-08,0.6,NA,NA,1
Maule,2020-03-09,1,NA,NA,1
Maule,2020-03-10,1,NA,NA,1
Maule,2020-03-11,1,NA,NA,2
Maule,2020-03-12,1,NA,NA,0
Maule,2020-03-13,0.8,NA,NA,1
Maule,2020-03-14,0.4,NA,NA,1
Maule,2020-03-15,0.4,NA,NA,0
Maule,2020-03-16,0.6,NA,NA,0
Maule,2020-03-17,1,NA,NA,0
Maule,2020-03-18,1,NA,NA,2
Maule,2020-03-19,1.2,NA,NA,3
Maule,2020-03-20,3.2,NA,NA,0
Maule,2020-03-21,3.4,NA,NA,1
Maule,2020-03-22,3,NA,NA,10
Maule,2020-03-23,3.2,NA,0,3
Maule,2020-03-24,3.2,NA,0,1
Maule,2020-03-25,1.4,0,0,1
Maule,2020-03-26,1.8,0,0,1
Maule,2020-03-27,2.6,0,0,1
Maule,2020-03-28,4.8,0.2,0,5
Maule,2020-03-29,6.2,0.2,0,5
Maule,2020-03-30,7.8,0.2,1,12
Maule,2020-03-31,9,0.2,0,8
Maule,2020-04-01,9.4,0.2,0,9
Maule,2020-04-02,8.6,0,0,11
Maule,2020-04-03,8.2,0,0,7
Maule,2020-04-04,7.4,0,0,8
Maule,2020-04-05,5.2,0.2,0,6
Maule,2020-04-06,6,0.2,0,5
Maule,2020-04-07,6.2,0.2,1,0
Maule,2020-04-08,5.6,0.2,0,11
Maule,2020-04-09,5.2,0.4,0,9
Maule,2020-04-10,6,0.2,0,3
Maule,2020-04-11,4.4,0.2,1,3
Maule,2020-04-12,2.8,0.4,0,4
Maule,2020-04-13,4.2,0.4,0,3
Maule,2020-04-14,6.6,0.2,1,1
Maule,2020-04-15,17,0.8,0,10
Maule,2020-04-16,27,1,0,15
Maule,2020-04-17,32,0.8,3,56
Maule,2020-04-18,30.4,1.2,1,53
Maule,2020-04-19,29.8,1.2,0,26
Maule,2020-04-20,21,0.6,2,2
Maule,2020-04-21,11.4,0.4,0,12
Maule,2020-04-22,9.4,0.4,0,12
Maule,2020-04-23,9.2,0,0,5
Maule,2020-04-24,7.6,0.2,0,16
Maule,2020-04-25,7,0.4,0,1
Maule,2020-04-26,10.2,0.4,1,4
Maule,2020-04-27,8.6,0.6,1,9
Maule,2020-04-28,8.6,0.6,0,21
Maule,2020-04-29,8,0.4,1,8
Maule,2020-04-30,6.6,0.2,0,1
Maule,2020-05-01,2.6,0.2,0,1
Maule,2020-05-02,1.4,0,0,2
Maule,2020-05-03,3,0,0,1
Maule,2020-05-04,2.8,0,0,2
Maule,2020-05-05,3.6,0,0,9
Maule,2020-05-06,5.6,0,0,0
Maule,2020-05-07,6.6,0.2,0,6
Maule,2020-05-08,6.6,0.2,0,11
Maule,2020-05-09,9.2,0.2,1,7
Maule,2020-05-10,10.4,0.2,0,9
Maule,2020-05-11,12,0.2,0,13
Maule,2020-05-12,17.4,0,0,12
Maule,2020-05-13,19.8,0,0,19
Maule,2020-05-14,19.4,0,0,34
Maule,2020-05-15,21.4,0,0,21
Maule,2020-05-16,23.4,0,0,11
Maule,2020-05-17,24.2,0,0,22
Maule,2020-05-18,28,0,0,29
Maule,2020-05-19,36,0.2,0,38
Maule,2020-05-20,41.8,0.2,0,40
Maule,2020-05-21,44.2,0.2,1,51
Maule,2020-05-22,50.4,0.2,0,51
Maule,2020-05-23,54.6,0.2,0,41
Maule,2020-05-24,56.4,0,0,69
Maule,2020-05-25,56.8,0,0,61
Maule,2020-05-26,59.4,0,0,60
Maule,2020-05-27,57.6,0,0,53
Maule,2020-05-28,60.6,0,0,54
Maule,2020-05-29,56.8,0,0,60
Maule,2020-05-30,55,0.4,0,76
Maule,2020-05-31,52.2,0.4,0,41
Maule,2020-06-01,83,0.8,2,44
Maule,2020-06-02,95.2,1.2,0,40
Maule,2020-06-03,107.4,1.8,2,214
Maule,2020-06-04,125.6,1.4,2,137
Maule,2020-06-05,145.6,1.4,3,102
Maule,2020-06-06,116.2,1,0,135
Maule,2020-06-07,111.4,0.6,0,140
Maule,2020-06-08,121.2,0,0,67
Maule,2020-06-09,118.2,0.2,0,113
Maule,2020-06-10,116.4,0.2,0,151
Maule,2020-06-11,133.6,0.4,1,120
Maule,2020-06-12,141.6,1,0,131
Maule,2020-06-13,130.2,1,1,153
Maule,2020-06-14,125.8,0.8,3,153
Maule,2020-06-15,118.2,1,0,94
Maule,2020-06-16,128.8,1,0,98
Maule,2020-06-17,141.2,0.8,1,93
Maule,2020-06-18,152.6,1.8,1,206
Maule,2020-06-19,183.4,2,2,215
Maule,2020-06-20,193.8,1.8,5,151
Maule,2020-06-21,182.4,1.6,1,252
Maule,2020-06-22,170,1.8,0,145
Maule,2020-06-23,174.8,0.8,0,149
Maule,2020-06-24,160.6,1.2,3,153
Maule,2020-06-25,165.4,1.6,0,175
Maule,2020-06-26,163.6,3,3,181
Maule,2020-06-27,161.2,2.4,2,169
Maule,2020-06-28,143.4,2.4,7,140
Maule,2020-06-29,140.8,1.8,0,141
Maule,2020-06-30,127.6,2.4,0,86
Maule,2020-07-01,130.4,2.2,0,168
Maule,2020-07-02,136.2,3.4,5,103
Maule,2020-07-03,143.2,4.4,6,154
Maule,2020-07-04,132.2,5,6,170
Maule,2020-07-05,135,4,5,121
Maule,2020-07-06,121.4,3.8,3,113
Maule,2020-07-07,111.2,3.2,0,117
Maule,2020-07-08,113.6,3.2,5,86
Maule,2020-07-09,113.6,3.6,3,119
Maule,2020-07-10,111.6,4.2,5,133
Maule,2020-07-11,115,3.2,5,113
Maule,2020-07-12,108.2,2.6,3,107
Maule,2020-07-13,101.6,2,0,103
Maule,2020-07-14,107.8,1.6,0,85
Maule,2020-07-15,114.6,6.2,2,100
Maule,2020-07-16,109.8,6.6,3,144
Maule,2020-07-17,119.6,6.6,26,141
Maule,2020-07-18,113,7,2,79
Maule,2020-07-19,109.2,6.4,0,134
Maule,2020-07-20,96.4,1.2,4,67
Maule,2020-07-21,104.2,1.6,0,125
Maule,2020-07-22,99.8,1.8,0,77
Maule,2020-07-23,114.4,2.8,4,118
Maule,2020-07-24,113.8,4.6,1,112
Maule,2020-07-25,118.2,5.8,9,140
Maule,2020-07-26,103.4,5.8,9,122
Maule,2020-07-27,103.4,5.6,6,99
Maule,2020-07-28,98,5.8,4,44
Maule,2020-07-29,93.4,4.4,0,112
Maule,2020-07-30,85.6,3.6,10,113
Maule,2020-07-31,97.2,3.6,2,99
Maule,2020-08-01,89.4,5.8,2,60
Maule,2020-08-02,84.6,3.8,4,102
Maule,2020-08-03,77,3.4,11,73
Maule,2020-08-04,84.2,3.4,0,89
Maule,2020-08-05,88.2,3,0,61
Maule,2020-08-06,97.4,2.2,2,96
Maule,2020-08-07,99,2.2,2,122
Maule,2020-08-08,100.2,2.2,7,119
Maule,2020-08-09,93.8,1.8,0,97
Maule,2020-08-10,84.2,1.4,0,67
Maule,2020-08-11,77.2,2.4,0,64
Maule,2020-08-12,77.6,2.6,0,74
Maule,2020-08-13,83.8,3,12,84
Maule,2020-08-14,95.4,3.2,1,99
Maule,2020-08-15,94.6,4.4,2,98
Maule,2020-08-16,92.6,3,1,122
Maule,2020-08-17,88.2,2.8,6,70
Maule,2020-08-18,93.2,3.4,5,74
Maule,2020-08-19,90.2,3.2,0,77
Maule,2020-08-20,96.8,3.2,5,123
Maule,2020-08-21,101.8,3.2,0,107
Maule,2020-08-22,101.4,4.8,6,103
Maule,2020-08-23,91,3.8,5,99
Maule,2020-08-24,88.6,3.8,8,75
Maule,2020-08-25,85.2,3,0,71
Maule,2020-08-26,83.4,3,0,95
Maule,2020-08-27,88.6,1.4,2,86
Maule,2020-08-28,96.8,1.8,5,90
Maule,2020-08-29,93.6,1.8,0,101
Maule,2020-08-30,90.6,1.4,2,112
Maule,2020-08-31,87.8,0.4,0,79
Maule,2020-09-01,92,1,0,71
Maule,2020-09-02,104.2,1.4,0,76
Maule,2020-09-03,110,1.8,3,122
Maule,2020-09-04,122.4,2,4,173
Maule,2020-09-05,140.6,2.4,2,108
Maule,2020-09-06,130.8,2.2,1,133
Maule,2020-09-07,118.8,1.4,2,167
Maule,2020-09-08,133.2,1.2,2,73
Maule,2020-09-09,144.6,2,0,113
Maule,2020-09-10,145.6,2.2,1,180
Maule,2020-09-11,167.6,2,5,190
Maule,2020-09-12,171.6,2.2,3,172
Maule,2020-09-13,155.2,2.4,1,183
Maule,2020-09-14,140.4,1.4,1,133
Maule,2020-09-15,142.8,1.8,2,98
Maule,2020-09-16,138,1.8,0,116
Maule,2020-09-17,140,1.8,5,184
Maule,2020-09-18,144.2,2.2,1,159
Maule,2020-09-19,138.8,2.2,1,143
Maule,2020-09-20,123.2,1.2,4,119
Maule,2020-09-21,121.2,1,0,89
Maule,2020-09-22,123,2.4,0,106
Maule,2020-09-23,133.8,2,0,149
Maule,2020-09-24,151.4,2.4,8,152
Maule,2020-09-25,159.6,2.4,2,173
Maule,2020-09-26,153.4,3,2,177
Maule,2020-09-27,141.4,2.4,0,147
Maule,2020-09-28,131,2,3,118
Maule,2020-09-29,127.4,2.8,5,92
Maule,2020-09-30,130.8,3,0,121
Maule,2020-10-01,128.4,3.8,6,159
Maule,2020-10-02,135.8,3.8,1,164
Maule,2020-10-03,137.2,4.6,7,106
Maule,2020-10-04,125,4.2,5,129
Maule,2020-10-05,101.8,4,4,128
Maule,2020-10-06,104.4,3.2,4,98
Maule,2020-10-07,106.2,3.4,0,48
Maule,2020-10-08,105.6,3,3,119
Maule,2020-10-09,111.8,3.2,6,138
Maule,2020-10-10,128.4,4.2,2,125
Maule,2020-10-11,119.8,3.6,5,129
Maule,2020-10-12,103.4,2.4,5,131
Maule,2020-10-13,88,2,0,76
Maule,2020-10-14,80.4,2.2,0,56
Maule,2020-10-15,86,2.2,0,48
Maule,2020-10-16,95.4,2.8,6,91
Maule,2020-10-17,106.4,2.8,5,159
Maule,2020-10-18,110.4,3.2,3,123
Maule,2020-10-19,100.6,2,0,111
Maule,2020-10-20,85.8,2,2,68
Maule,2020-10-21,81.6,2.4,0,42
Maule,2020-10-22,80,3,5,85
Maule,2020-10-23,88,3,5,102
Maule,2020-10-24,98.2,3.6,3,103
Maule,2020-10-25,87.8,3.6,2,108
Maule,2020-10-26,72,2.8,3,93
Maule,2020-10-27,74.4,3.2,5,33
Maule,2020-10-28,80.8,3.6,1,23
Maule,2020-10-29,83.6,3.6,5,115
Maule,2020-10-30,93,3,4,140
Maule,2020-10-31,103.6,3,3,107
Maule,2020-11-01,89.4,2,2,80
Maule,2020-11-02,66.8,1.2,1,76
Maule,2020-11-03,63.8,0.6,0,44
Maule,2020-11-04,64.4,0.6,0,27
Maule,2020-11-05,71.8,1,0,92
Maule,2020-11-06,75.8,2.2,2,83
Maule,2020-11-07,87.2,3.6,3,113
Maule,2020-11-08,76.8,3.6,6,64
Maule,2020-11-09,66.8,3.2,7,84
Maule,2020-11-10,60,3.2,0,40
Maule,2020-11-11,76,2.4,0,33
Maule,2020-11-12,76,1.2,3,79
Maule,2020-11-13,84.2,1.6,2,144
Maule,2020-11-14,91.4,2.2,1,84
Maule,2020-11-15,86.6,2.6,2,81
Maule,2020-11-16,66.8,2.2,3,69
Maule,2020-11-17,67.8,2.2,5,55
Maule,2020-11-18,66.4,2.2,0,45
Maule,2020-11-19,69.4,2,1,89
Maule,2020-11-20,76.8,1.2,2,74
Maule,2020-11-21,79.8,2.2,2,84
Maule,2020-11-22,71.2,2.8,1,92
Maule,2020-11-23,63.8,2.4,5,60
Maule,2020-11-24,64.8,4.4,4,46
Maule,2020-11-25,65,4.2,0,37
Maule,2020-11-26,66.4,3.4,12,89
Maule,2020-11-27,71,3,0,93
Maule,2020-11-28,80.6,3.2,1,67
Maule,2020-11-29,69.6,1.2,2,69
Maule,2020-11-30,62.8,1.2,1,85
Maule,2020-12-01,63.4,2,2,34
Maule,2020-12-02,62.2,2.4,0,59
Maule,2020-12-03,59.4,2.2,5,70
Maule,2020-12-04,69.2,2.2,4,63
Maule,2020-12-05,76.4,2.2,0,71
Maule,2020-12-06,89.4,1.4,2,83
Maule,2020-12-07,86.4,0.6,0,95
Maule,2020-12-08,90.8,1,1,135
Maule,2020-12-09,92.4,0.6,0,48
Maule,2020-12-10,96.6,2,2,93
Maule,2020-12-11,97.2,2.2,0,91
Maule,2020-12-12,114.8,2.6,7,116
Maule,2020-12-13,120.8,2.2,2,138
Maule,2020-12-14,129.2,2.2,2,136
Maule,2020-12-15,126.2,1.6,0,123
Maule,2020-12-16,135.4,1.6,0,133
Maule,2020-12-17,144.8,1.4,4,101
Maule,2020-12-18,155.6,1.8,2,184
Maule,2020-12-19,166.8,3,1,183
Maule,2020-12-20,172.6,2.8,2,177
Maule,2020-12-21,166.2,2.4,6,189
Maule,2020-12-22,181,3,3,130
Maule,2020-12-23,192.2,3.4,0,152
Maule,2020-12-24,207.2,2.8,4,257
Maule,2020-12-25,217.2,2.4,4,233
Maule,2020-12-26,236.2,2.4,3,264
Maule,2020-12-27,226.2,1.6,1,180
Maule,2020-12-28,211,0.8,0,247
Maule,2020-12-29,201,1.4,0,207
Maule,2020-12-30,229.2,2,0,157
Maule,2020-12-31,198.4,3.8,6,214
Maule,2021-01-01,251.2,4.4,4,321
Maule,2021-01-02,290.6,4.4,9,93
Maule,2021-01-03,299.8,3.2,3,471
Maule,2021-01-04,267.2,2.4,0,354
Maule,2021-01-05,294.4,1,0,260
Maule,2021-01-06,266,1.6,0,158
Maule,2021-01-07,266,4.2,2,229
Maule,2021-01-08,276.4,4.8,6,329
Maule,2021-01-09,300.2,5.4,13,354
Maule,2021-01-10,302.2,5,3,312
Maule,2021-01-11,309.8,3.8,3,277
Maule,2021-01-12,329,2.8,0,239
Maule,2021-01-13,351.8,3.6,0,367
Maule,2021-01-14,365,6.4,8,450
Maule,2021-01-15,392.4,6.8,7,426
Maule,2021-01-16,394.6,7.2,17,343
Maule,2021-01-17,356.8,5.6,2,376
Maule,2021-01-18,335.8,4.2,2,378
Maule,2021-01-19,332.2,2.2,0,261
Maule,2021-01-20,326.6,3.8,0,321
Maule,2021-01-21,318.6,4.2,7,325
Maule,2021-01-22,311.4,5.8,10,348
Maule,2021-01-23,328.2,6.4,4,338
Maule,2021-01-24,314,5,8,225
Maule,2021-01-25,312,3,3,405
Maule,2021-01-26,301.4,4,0,254
Maule,2021-01-27,349.8,4.4,0,338
Maule,2021-01-28,345,6.2,9,285
Maule,2021-01-29,372.8,8.2,10,467
Maule,2021-01-30,379.8,9.2,12,381
Maule,2021-01-31,386.2,7.4,10,393
Maule,2021-02-01,334.4,5.4,5,373
Maule,2021-02-02,320,4.4,0,317
Maule,2021-02-03,305.8,4.2,0,208
Maule,2021-02-04,302.2,4.6,7,309
Maule,2021-02-05,318.8,6,9,322
Maule,2021-02-06,338.4,7,7,355
Maule,2021-02-07,325.6,5.6,7,400
Maule,2021-02-08,289.2,3.8,5,306
Maule,2021-02-09,279,4.2,0,245
Maule,2021-02-10,267,4.2,0,140
Maule,2021-02-11,264.4,5.4,9,304
Maule,2021-02-12,265.4,6.2,7,340
Maule,2021-02-13,288.6,8.8,11,293
Maule,2021-02-14,258.6,7,4,250
Maule,2021-02-15,209,5.6,13,256
Maule,2021-02-16,210.4,4.8,0,154
Maule,2021-02-17,217.4,5.4,0,92
Maule,2021-02-18,222.8,4.2,7,300
Maule,2021-02-19,252.6,6,7,285
Maule,2021-02-20,289.4,7.4,7,283
Maule,2021-02-21,256.2,6,9,303
Maule,2021-02-22,220.4,4.6,7,276
Maule,2021-02-23,222,5.2,0,134
Maule,2021-02-24,218.8,4.8,0,106
Maule,2021-02-25,227.4,4.4,10,291
Maule,2021-02-26,247.8,5.4,7,287
Maule,2021-02-27,282.4,6.4,5,319
Maule,2021-02-28,254.8,4.4,5,236
Maule,2021-03-01,226.2,3,5,279
Maule,2021-03-02,223.4,3,0,153
Maule,2021-03-03,240,2.8,0,144
Maule,2021-03-04,260.2,3,5,305
Maule,2021-03-05,301.6,4.8,4,319
Maule,2021-03-06,338.6,5.6,6,380
Maule,2021-03-07,305.2,4.6,9,360
Maule,2021-03-08,278.6,3.8,4,329
Maule,2021-03-09,281.6,4.8,0,138
Maule,2021-03-10,280.6,3.4,0,186
Maule,2021-03-11,278.8,3.8,11,395
Maule,2021-03-12,320,5,2,355
Maule,2021-03-13,338.2,5.6,6,320
Maule,2021-03-14,320.2,3.4,6,344
Maule,2021-03-15,287.6,3,3,277
Maule,2021-03-16,289,4,0,305
Maule,2021-03-17,294.8,4.8,0,192
Maule,2021-03-18,333.6,5.2,11,327
Maule,2021-03-19,355.2,7,10,373
Maule,2021-03-20,416.4,8.2,5,471
Maule,2021-03-21,444.4,6,9,413
Maule,2021-03-22,412.4,4,6,498
Maule,2021-03-23,398.8,4.8,0,467
Maule,2021-03-24,420.2,3.6,0,213
Maule,2021-03-25,420.2,3.8,9,403
Maule,2021-03-26,436,4,3,520
Maule,2021-03-27,495.4,7,7,498
Maule,2021-03-28,495.6,5.2,1,546
Maule,2021-03-29,490.6,4.6,15,510
Maule,2021-03-30,478.8,5.6,0,404
Maule,2021-03-31,493.6,6.2,0,495
Maule,2021-04-01,504.8,3.8,12,439
Maule,2021-04-02,535.2,5.8,4,620
Maule,2021-04-03,555.8,5.8,3,566
Maule,2021-04-04,534.4,4.8,10,556
Maule,2021-04-05,482,4,0,598
Maule,2021-04-06,461.6,6,7,332
Maule,2021-04-07,501.8,5.2,0,358
Maule,2021-04-08,533,6.8,13,464
Maule,2021-04-09,600,7.8,6,757
Maule,2021-04-10,638.4,9.6,8,754
Maule,2021-04-11,636.2,7,12,667
Maule,2021-04-12,587.8,5.8,9,550
Maule,2021-04-13,559.8,7,0,453
Maule,2021-04-14,553.4,6.8,0,515
Maule,2021-04-15,579.4,7.2,14,614
Maule,2021-04-16,616.2,8.2,11,635
Maule,2021-04-17,646.6,10.2,11,680
Maule,2021-04-18,617.2,7.4,5,637
Maule,2021-04-19,588,5.2,10,667
Maule,2021-04-20,545,5,0,467
Maule,2021-04-21,575.4,5.8,0,489
Maule,2021-04-22,555.2,5.2,10,465
Maule,2021-04-23,580.2,6.8,9,789
Maule,2021-04-24,590.4,8.4,7,566
Maule,2021-04-25,581.4,6.8,8,592
Maule,2021-04-26,502,5,8,540
Maule,2021-04-27,509,5.6,2,420
Maule,2021-04-28,518.6,5.6,0,392
Maule,2021-04-29,517.8,6.2,10,601
Maule,2021-04-30,540.8,8.8,8,640
Maule,2021-05-01,559.2,10.6,11,536
Maule,2021-05-02,497.4,8.6,15,535
Maule,2021-05-03,412.8,7,9,484
Maule,2021-05-04,414.2,6.8,0,292
Maule,2021-05-05,NA,NA,0,217
Maule,2021-05-06,NA,NA,10,543
Ñuble,2020-03-03,NA,NA,NA,0
Ñuble,2020-03-04,NA,NA,NA,0
Ñuble,2020-03-05,0,NA,NA,0
Ñuble,2020-03-06,0,NA,NA,0
Ñuble,2020-03-07,0,NA,NA,0
Ñuble,2020-03-08,0,NA,NA,0
Ñuble,2020-03-09,0,NA,NA,0
Ñuble,2020-03-10,0.2,NA,NA,0
Ñuble,2020-03-11,0.4,NA,NA,0
Ñuble,2020-03-12,0.8,NA,NA,1
Ñuble,2020-03-13,0.8,NA,NA,1
Ñuble,2020-03-14,2.4,NA,NA,2
Ñuble,2020-03-15,5,NA,NA,0
Ñuble,2020-03-16,4.8,NA,NA,8
Ñuble,2020-03-17,4.8,NA,NA,14
Ñuble,2020-03-18,8,NA,NA,0
Ñuble,2020-03-19,9.2,NA,NA,2
Ñuble,2020-03-20,7.6,NA,NA,16
Ñuble,2020-03-21,11,NA,NA,14
Ñuble,2020-03-22,15.4,NA,NA,6
Ñuble,2020-03-23,13.4,NA,0,17
Ñuble,2020-03-24,11.2,NA,0,24
Ñuble,2020-03-25,16,0,0,6
Ñuble,2020-03-26,18.2,0,0,3
Ñuble,2020-03-27,18.4,0,0,30
Ñuble,2020-03-28,23.6,0,0,28
Ñuble,2020-03-29,26.2,0,0,25
Ñuble,2020-03-30,23,0,0,32
Ñuble,2020-03-31,33.8,0,0,16
Ñuble,2020-04-01,34.6,0.2,0,14
Ñuble,2020-04-02,34.4,0.4,0,82
Ñuble,2020-04-03,36,0.6,1,29
Ñuble,2020-04-04,43,0.8,1,31
Ñuble,2020-04-05,36.2,1,1,24
Ñuble,2020-04-06,38.2,0.8,1,49
Ñuble,2020-04-07,34,0.8,1,48
Ñuble,2020-04-08,32.8,0.6,0,39
Ñuble,2020-04-09,26.4,0.4,1,10
Ñuble,2020-04-10,18.2,0.4,0,18
Ñuble,2020-04-11,11.4,0.4,0,17
Ñuble,2020-04-12,10.2,0.4,1,7
Ñuble,2020-04-13,9,0.4,0,5
Ñuble,2020-04-14,6.6,0.8,1,4
Ñuble,2020-04-15,8.6,0.8,0,12
Ñuble,2020-04-16,9.8,1,2,5
Ñuble,2020-04-17,11.2,1,1,17
Ñuble,2020-04-18,10.6,1,1,11
Ñuble,2020-04-19,11,0.6,1,11
Ñuble,2020-04-20,9.4,0.4,0,9
Ñuble,2020-04-21,8.2,0.2,0,7
Ñuble,2020-04-22,7.4,0.2,0,9
Ñuble,2020-04-23,7.6,0.2,0,5
Ñuble,2020-04-24,7.4,0.2,1,7
Ñuble,2020-04-25,7.6,0.2,0,10
Ñuble,2020-04-26,7.8,0.2,0,6
Ñuble,2020-04-27,9.2,0,0,10
Ñuble,2020-04-28,8.6,0,0,6
Ñuble,2020-04-29,7.4,0,0,14
Ñuble,2020-04-30,7,0.4,0,7
Ñuble,2020-05-01,7.8,0.4,0,0
Ñuble,2020-05-02,5.2,0.6,2,8
Ñuble,2020-05-03,4.2,0.6,0,10
Ñuble,2020-05-04,4.6,0.6,1,1
Ñuble,2020-05-05,3.4,0.2,0,2
Ñuble,2020-05-06,1.6,0.4,0,2
Ñuble,2020-05-07,2.8,0.2,0,2
Ñuble,2020-05-08,4.6,0.2,1,1
Ñuble,2020-05-09,4.6,0.2,0,7
Ñuble,2020-05-10,6.6,0.4,0,11
Ñuble,2020-05-11,9,0.2,0,2
Ñuble,2020-05-12,9.6,0.4,1,12
Ñuble,2020-05-13,14.6,0.4,0,13
Ñuble,2020-05-14,21.4,0.4,1,10
Ñuble,2020-05-15,23.2,0.2,0,36
Ñuble,2020-05-16,29.2,0.4,0,36
Ñuble,2020-05-17,27.8,0.2,0,21
Ñuble,2020-05-18,25.2,0.2,1,43
Ñuble,2020-05-19,19.8,0.2,0,3
Ñuble,2020-05-20,16.6,0.2,0,23
Ñuble,2020-05-21,18.4,0,0,9
Ñuble,2020-05-22,22.8,0,0,5
Ñuble,2020-05-23,25.6,0.2,0,52
Ñuble,2020-05-24,25.4,0.2,0,25
Ñuble,2020-05-25,29.8,0.2,1,37
Ñuble,2020-05-26,25.6,0.2,0,8
Ñuble,2020-05-27,28,0.2,0,27
Ñuble,2020-05-28,23.4,0.2,0,31
Ñuble,2020-05-29,22,0.2,0,37
Ñuble,2020-05-30,23.2,0.2,1,14
Ñuble,2020-05-31,17,0.2,0,1
Ñuble,2020-06-01,17.4,0.4,0,33
Ñuble,2020-06-02,23.2,0.2,0,0
Ñuble,2020-06-03,34.4,0.2,1,39
Ñuble,2020-06-04,36,0.2,0,43
Ñuble,2020-06-05,40,0.2,0,57
Ñuble,2020-06-06,44.6,0,0,41
Ñuble,2020-06-07,42.4,0,0,20
Ñuble,2020-06-08,37.4,0.4,0,62
Ñuble,2020-06-09,40.6,0.4,0,32
Ñuble,2020-06-10,45.6,0.4,2,32
Ñuble,2020-06-11,37,0.8,0,57
Ñuble,2020-06-12,38.8,0.8,0,45
Ñuble,2020-06-13,43.2,0.4,2,19
Ñuble,2020-06-14,35.8,0.4,0,41
Ñuble,2020-06-15,37.4,0.8,0,54
Ñuble,2020-06-16,42.6,0.4,0,20
Ñuble,2020-06-17,60.2,0.6,2,53
Ñuble,2020-06-18,55.8,1,0,45
Ñuble,2020-06-19,56.6,1.2,1,129
Ñuble,2020-06-20,50.4,0.8,2,32
Ñuble,2020-06-21,44.2,0.8,1,24
Ñuble,2020-06-22,23.2,0.8,0,22
Ñuble,2020-06-23,19.6,0.6,0,14
Ñuble,2020-06-24,23,0.6,1,24
Ñuble,2020-06-25,27.2,0.6,1,14
Ñuble,2020-06-26,33.6,0.8,1,41
Ñuble,2020-06-27,33,0.6,0,43
Ñuble,2020-06-28,32.8,0.4,1,46
Ñuble,2020-06-29,28,0.2,0,21
Ñuble,2020-06-30,26,0.4,0,13
Ñuble,2020-07-01,25.4,0.2,0,17
Ñuble,2020-07-02,29.8,0.2,1,33
Ñuble,2020-07-03,36,0.2,0,43
Ñuble,2020-07-04,40.6,0.2,0,43
Ñuble,2020-07-05,38.6,0,0,44
Ñuble,2020-07-06,42,0.4,0,40
Ñuble,2020-07-07,49.8,0.6,0,23
Ñuble,2020-07-08,52.2,0.8,2,60
Ñuble,2020-07-09,58.4,1,1,82
Ñuble,2020-07-10,65,1.4,1,56
Ñuble,2020-07-11,57.8,1,1,71
Ñuble,2020-07-12,46.2,0.8,2,56
Ñuble,2020-07-13,38.8,0.6,0,24
Ñuble,2020-07-14,36.2,0.4,0,24
Ñuble,2020-07-15,28,2.4,0,19
Ñuble,2020-07-16,42.8,2.6,0,58
Ñuble,2020-07-17,43.8,2.6,12,15
