region,fecha,casos_nuevos,fallecidos,fallecidos_d,casos_nuevos_d
Tarapacá,2020-05-20,83.6,0.2,0,30
Tarapacá,2020-05-21,83,0.2,0,107
Tarapacá,2020-05-22,91,0.6,1,147
Tarapacá,2020-05-23,98.2,0.6,0,78
Tarapacá,2020-05-24,98.2,0.8,2,93
Tarapacá,2020-05-25,83.6,1.2,0,66
Tarapacá,2020-05-26,97.2,1.4,1,107
Tarapacá,2020-05-27,105.8,1.4,3,74
Tarapacá,2020-05-28,124,2.2,1,146
Tarapacá,2020-05-29,124.8,2.6,2,136
Tarapacá,2020-05-30,143,2.2,4,157
Tarapacá,2020-05-31,127.4,2.2,3,111
Tarapacá,2020-06-01,117.8,2.8,1,165
Tarapacá,2020-06-02,112,2,1,68
Tarapacá,2020-06-03,120.8,1.4,5,88
Tarapacá,2020-06-04,113.6,1.6,0,128
Tarapacá,2020-06-05,131.2,2.4,0,155
Tarapacá,2020-06-06,142,1.4,2,129
Tarapacá,2020-06-07,136.2,1.4,5,156
Tarapacá,2020-06-08,125.2,3.6,0,142
Tarapacá,2020-06-09,120.4,3.2,0,99
Tarapacá,2020-06-10,114.6,2.6,11,100
Tarapacá,2020-06-11,122.4,3.4,0,105
Tarapacá,2020-06-12,130.8,4.6,2,127
Tarapacá,2020-06-13,133.4,2.4,4,181
Tarapacá,2020-06-14,133.8,2.4,6,141
Tarapacá,2020-06-15,131.2,3.8,0,113
Tarapacá,2020-06-16,111.4,3.2,0,107
Tarapacá,2020-06-17,108.4,2.6,9,114
Tarapacá,2020-06-18,115.4,4.2,1,82
Tarapacá,2020-06-19,117,4.4,3,126
Tarapacá,2020-06-20,113.6,2.6,8,148
Tarapacá,2020-06-21,114.6,2.4,1,115
Tarapacá,2020-06-22,101.8,2.6,0,97
Tarapacá,2020-06-23,86.8,1.2,0,87
Tarapacá,2020-06-24,90.8,1,4,62
Tarapacá,2020-06-25,83.2,1.6,1,73
Tarapacá,2020-06-26,90.2,2.2,0,135
Tarapacá,2020-06-27,94,1.4,3,59
Tarapacá,2020-06-28,94.4,1.2,3,122
Tarapacá,2020-06-29,80.8,1.2,0,81
Tarapacá,2020-06-30,88.8,1.4,0,75
Tarapacá,2020-07-01,81,1,0,67
Tarapacá,2020-07-02,79.6,1.4,4,99
Tarapacá,2020-07-03,91.8,2.2,1,83
Tarapacá,2020-07-04,103.2,2.2,2,74
Tarapacá,2020-07-05,98,1.4,4,136
Tarapacá,2020-07-06,98.2,1.8,0,124
Tarapacá,2020-07-07,99,1.8,0,73
Tarapacá,2020-07-08,90.6,1,3,84
Tarapacá,2020-07-09,83.6,1.2,2,78
Tarapacá,2020-07-10,88.4,1.8,0,94
Tarapacá,2020-07-11,80.4,1.2,1,89
Tarapacá,2020-07-12,70,0.8,3,97
Tarapacá,2020-07-13,61,1.6,0,44
Tarapacá,2020-07-14,51.8,1.8,0,26
Tarapacá,2020-07-15,52,5.6,4,49
Tarapacá,2020-07-16,64.2,5.8,2,43
Tarapacá,2020-07-17,73,6,22,98
Tarapacá,2020-07-18,90,5.8,1,105
Tarapacá,2020-07-19,92.2,5.4,1,70
Tarapacá,2020-07-20,82.6,1,3,134
Tarapacá,2020-07-21,78.4,2,0,54
Tarapacá,2020-07-22,89.4,1.8,0,50
Tarapacá,2020-07-23,76.6,1.8,6,84
Tarapacá,2020-07-24,74,2.2,0,125
Tarapacá,2020-07-25,88,3,3,70
Tarapacá,2020-07-26,126.4,2,2,41
Tarapacá,2020-07-27,114,2,4,120
Tarapacá,2020-07-28,123.2,1.8,1,276
Tarapacá,2020-07-29,122,2.2,0,63
Tarapacá,2020-07-30,110.8,1.8,2,116
Tarapacá,2020-07-31,67.8,2,4,35
Tarapacá,2020-08-01,67.8,2.6,2,64
Tarapacá,2020-08-02,56.6,2.2,2,61
Tarapacá,2020-08-03,66.2,1.4,3,63
Tarapacá,2020-08-04,61.2,1.8,0,60
Tarapacá,2020-08-05,66,1.6,0,83
Tarapacá,2020-08-06,58.8,1.4,4,39
Tarapacá,2020-08-07,64.6,1.6,1,85
Tarapacá,2020-08-08,58.4,1.8,2,27
Tarapacá,2020-08-09,75.4,1,1,89
Tarapacá,2020-08-10,72.8,0.8,1,52
Tarapacá,2020-08-11,84.4,1,0,124
Tarapacá,2020-08-12,81,0.8,0,72
Tarapacá,2020-08-13,80.8,0.6,3,85
Tarapacá,2020-08-14,66.8,0.8,0,72
Tarapacá,2020-08-15,71,0.8,0,51
Tarapacá,2020-08-16,66.6,0.2,1,54
Tarapacá,2020-08-17,62.6,0.2,0,93
Tarapacá,2020-08-18,62.8,1.2,0,63
Tarapacá,2020-08-19,67.2,1,0,52
Tarapacá,2020-08-20,58.4,1.4,5,52
Tarapacá,2020-08-21,59.6,1.4,0,76
Tarapacá,2020-08-22,60,2,2,49
Tarapacá,2020-08-23,58.4,1,0,69
Tarapacá,2020-08-24,50.8,1,3,54
Tarapacá,2020-08-25,48.8,1,0,44
Tarapacá,2020-08-26,42,1.2,0,38
Tarapacá,2020-08-27,44,0.6,2,39
Tarapacá,2020-08-28,43.8,1.4,1,35
Tarapacá,2020-08-29,44,1.6,0,64
Tarapacá,2020-08-30,41.8,1.2,4,43
Tarapacá,2020-08-31,44,1,1,39
Tarapacá,2020-09-01,38.4,1.4,0,28
Tarapacá,2020-09-02,37,0.8,0,46
Tarapacá,2020-09-03,37.4,0.6,2,36
Tarapacá,2020-09-04,39.8,1.2,1,36
Tarapacá,2020-09-05,34.8,1.4,0,41
Tarapacá,2020-09-06,35.2,1,3,40
Tarapacá,2020-09-07,37.6,0.8,1,21
Tarapacá,2020-09-08,35.4,1.2,0,38
Tarapacá,2020-09-09,35.4,0.6,0,48
Tarapacá,2020-09-10,39.2,0.4,2,30
Tarapacá,2020-09-11,43.8,0.6,0,40
Tarapacá,2020-09-12,42.4,0.8,0,40
Tarapacá,2020-09-13,43.8,0.4,1,61
Tarapacá,2020-09-14,40,0.4,1,41
Tarapacá,2020-09-15,41.2,1,0,37
Tarapacá,2020-09-16,37.4,0.8,0,21
Tarapacá,2020-09-17,33.2,0.6,3,46
Tarapacá,2020-09-18,32.6,0.8,0,42
Tarapacá,2020-09-19,35.2,0.8,0,20
Tarapacá,2020-09-20,31.6,0.2,1,34
Tarapacá,2020-09-21,26.2,0.2,0,34
Tarapacá,2020-09-22,26,1,0,28
Tarapacá,2020-09-23,27.4,1.2,0,15
Tarapacá,2020-09-24,29.4,1.2,4,19
Tarapacá,2020-09-25,35,1.4,2,41
Tarapacá,2020-09-26,39,1.6,0,44
Tarapacá,2020-09-27,43.4,0.8,1,56
Tarapacá,2020-09-28,44,0.4,1,35
Tarapacá,2020-09-29,45,0.4,0,41
Tarapacá,2020-09-30,41,1,0,44
Tarapacá,2020-10-01,47.8,0.8,0,49
Tarapacá,2020-10-02,45.4,1,4,36
Tarapacá,2020-10-03,42.4,1.2,0,69
Tarapacá,2020-10-04,38.8,1.2,1,29
Tarapacá,2020-10-05,36.6,0.4,1,29
Tarapacá,2020-10-06,29,0.6,0,31
Tarapacá,2020-10-07,26.8,0.6,0,25
Tarapacá,2020-10-08,27.6,0.4,1,31
Tarapacá,2020-10-09,34.8,0.4,1,18
Tarapacá,2020-10-10,35,0.4,0,33
Tarapacá,2020-10-11,33,0.2,0,67
Tarapacá,2020-10-12,35.4,0,0,26
Tarapacá,2020-10-13,31.8,0,0,21
Tarapacá,2020-10-14,25.4,0.2,0,30
Tarapacá,2020-10-15,27.8,0.8,0,15
Tarapacá,2020-10-16,27.4,0.8,1,35
Tarapacá,2020-10-17,28.6,0.8,3,38
Tarapacá,2020-10-18,30.2,0.8,0,19
Tarapacá,2020-10-19,31.8,0.6,0,36
Tarapacá,2020-10-20,30.4,0.2,0,23
Tarapacá,2020-10-21,34.2,0.2,0,43
Tarapacá,2020-10-22,32.6,0.4,1,31
Tarapacá,2020-10-23,34.2,0.6,0,38
Tarapacá,2020-10-24,33.4,0.6,1,28
Tarapacá,2020-10-25,35,0.4,1,31
Tarapacá,2020-10-26,34.2,0.4,0,39
Tarapacá,2020-10-27,34,0.4,0,39
Tarapacá,2020-10-28,37,0.2,0,34
Tarapacá,2020-10-29,40.4,0.4,1,27
Tarapacá,2020-10-30,38,0.4,0,46
Tarapacá,2020-10-31,37.6,0.6,1,56
Tarapacá,2020-11-01,33.6,0.4,0,27
Tarapacá,2020-11-02,29.4,0.4,1,32
Tarapacá,2020-11-03,25.6,0.2,0,7
Tarapacá,2020-11-04,31,0.2,0,25
Tarapacá,2020-11-05,31.6,0,0,37
Tarapacá,2020-11-06,38.8,0,0,54
Tarapacá,2020-11-07,42.4,0,0,35
Tarapacá,2020-11-08,44.4,0,0,43
Tarapacá,2020-11-09,39,0,0,43
Tarapacá,2020-11-10,42.4,0,0,47
Tarapacá,2020-11-11,42.8,0.2,0,27
Tarapacá,2020-11-12,39.4,0.2,0,52
Tarapacá,2020-11-13,35.8,0.2,1,45
Tarapacá,2020-11-14,31.6,0.4,0,26
Tarapacá,2020-11-15,31.6,0.4,0,29
Tarapacá,2020-11-16,28.2,0.2,1,6
Tarapacá,2020-11-17,28.4,0.4,0,52
Tarapacá,2020-11-18,30.2,0.4,0,28
Tarapacá,2020-11-19,34.4,0.4,1,27
Tarapacá,2020-11-20,28.2,0.6,0,38
Tarapacá,2020-11-21,28.4,0.8,1,27
Tarapacá,2020-11-22,25.2,0.6,1,21
Tarapacá,2020-11-23,24.4,0.6,1,29
Tarapacá,2020-11-24,30,0.8,0,11
Tarapacá,2020-11-25,35.2,0.6,0,34
Tarapacá,2020-11-26,37,0.8,2,55
Tarapacá,2020-11-27,38.2,1.2,0,47
Tarapacá,2020-11-28,37,1.4,2,38
Tarapacá,2020-11-29,33,1,2,17
Tarapacá,2020-11-30,25.2,1,1,28
Tarapacá,2020-12-01,21.8,0.8,0,35
Tarapacá,2020-12-02,27.6,0.4,0,8
Tarapacá,2020-12-03,23,0.4,1,21
Tarapacá,2020-12-04,24.4,0.4,0,46
Tarapacá,2020-12-05,36.8,0.4,1,5
Tarapacá,2020-12-06,36.2,0.2,0,42
Tarapacá,2020-12-07,32.4,0.2,0,70
Tarapacá,2020-12-08,38.2,0.2,0,18
Tarapacá,2020-12-09,40,0.2,0,27
Tarapacá,2020-12-10,26.4,0.6,1,34
Tarapacá,2020-12-11,39.2,0.6,0,51
Tarapacá,2020-12-12,44,1,2,2
Tarapacá,2020-12-13,51.6,0.8,0,82
Tarapacá,2020-12-14,56.6,0.8,2,51
Tarapacá,2020-12-15,72.6,0.8,0,72
Tarapacá,2020-12-16,67,1.2,0,76
Tarapacá,2020-12-17,69,1,2,82
Tarapacá,2020-12-18,68,1.4,2,54
Tarapacá,2020-12-19,65.6,1.4,1,61
Tarapacá,2020-12-20,68,1,2,67
Tarapacá,2020-12-21,70,0.6,0,64
Tarapacá,2020-12-22,76,0.8,0,94
Tarapacá,2020-12-23,81.2,0.4,0,64
Tarapacá,2020-12-24,87.8,0.4,2,91
Tarapacá,2020-12-25,89.2,0.6,0,93
Tarapacá,2020-12-26,89.2,0.6,0,97
Tarapacá,2020-12-27,86.6,0.2,1,101
Tarapacá,2020-12-28,92.8,0.2,0,64
Tarapacá,2020-12-29,89,2,0,78
Tarapacá,2020-12-30,101.4,2.4,0,124
Tarapacá,2020-12-31,110.6,2.8,9,78
Tarapacá,2021-01-01,115.4,3,3,163
Tarapacá,2021-01-02,111.2,3,2,110
Tarapacá,2021-01-03,140.8,1.4,1,102
Tarapacá,2021-01-04,135.6,0.8,0,103
Tarapacá,2021-01-05,139.2,1.4,1,226
Tarapacá,2021-01-06,172.6,1.6,0,137
Tarapacá,2021-01-07,188.4,2,5,128
Tarapacá,2021-01-08,180,2.4,2,269
Tarapacá,2021-01-09,187.2,2.8,2,182
Tarapacá,2021-01-10,202,1.8,3,184
Tarapacá,2021-01-11,186.8,1.4,2,173
Tarapacá,2021-01-12,206.4,1.8,0,202
Tarapacá,2021-01-13,217.6,1.6,0,193
Tarapacá,2021-01-14,212.8,1.8,4,280
Tarapacá,2021-01-15,218.6,2,2,240
Tarapacá,2021-01-16,220,2.8,3,149
Tarapacá,2021-01-17,199.2,2,1,231
Tarapacá,2021-01-18,199.2,1.6,4,200
Tarapacá,2021-01-19,213.4,2.2,0,176
Tarapacá,2021-01-20,198.4,3,0,240
Tarapacá,2021-01-21,190.4,2.6,6,220
Tarapacá,2021-01-22,190,3.4,5,156
Tarapacá,2021-01-23,172.6,3.8,2,160
Tarapacá,2021-01-24,152.4,2.6,4,174
Tarapacá,2021-01-25,160.4,1.6,2,153
Tarapacá,2021-01-26,153.8,2.8,0,119
Tarapacá,2021-01-27,157,3.2,0,196
Tarapacá,2021-01-28,150.4,3,8,127
Tarapacá,2021-01-29,153.8,3.2,6,190
Tarapacá,2021-01-30,131.4,3.8,1,120
Tarapacá,2021-01-31,181.8,2.2,1,136
Tarapacá,2021-02-01,174.2,1,3,84
Tarapacá,2021-02-02,182.2,3,0,379
Tarapacá,2021-02-03,178.8,3,0,152
Tarapacá,2021-02-04,188.6,3.2,11,160
Tarapacá,2021-02-05,134.4,4,1,119
Tarapacá,2021-02-06,130.6,4.6,4,133
Tarapacá,2021-02-07,121.4,2.4,4,108
Tarapacá,2021-02-08,117.6,2.2,3,133
Tarapacá,2021-02-09,115,2,0,114
Tarapacá,2021-02-10,120.8,1.6,0,100
Tarapacá,2021-02-11,121.2,1.6,3,120
Tarapacá,2021-02-12,126,1.8,2,137
Tarapacá,2021-02-13,126.8,2.4,3,135
Tarapacá,2021-02-14,121.4,1.8,1,138
Tarapacá,2021-02-15,108.8,1.4,3,104
Tarapacá,2021-02-16,120,1.4,0,93
Tarapacá,2021-02-17,114,2,0,74
Tarapacá,2021-02-18,116.6,1.8,3,191
Tarapacá,2021-02-19,123.2,2.4,4,108
Tarapacá,2021-02-20,128.2,3.2,2,117
Tarapacá,2021-02-21,109.4,2.8,3,126
Tarapacá,2021-02-22,100.2,2,4,99
Tarapacá,2021-02-23,113.6,3,1,97
Tarapacá,2021-02-24,111.4,3.2,0,62
Tarapacá,2021-02-25,116.8,3,7,184
Tarapacá,2021-02-26,117,4.6,4,115
Tarapacá,2021-02-27,115.6,4.8,3,126
Tarapacá,2021-02-28,90.2,3.4,9,98
Tarapacá,2021-03-01,88.4,2.8,1,55
Tarapacá,2021-03-02,87.6,4.2,0,57
Tarapacá,2021-03-03,92,3.6,1,106
Tarapacá,2021-03-04,83.4,3.8,10,122
Tarapacá,2021-03-05,75.8,4,6,120
Tarapacá,2021-03-06,62.6,4.6,2,12
Tarapacá,2021-03-07,57,2.6,1,19
Tarapacá,2021-03-08,97.6,1.4,4,40
Tarapacá,2021-03-09,121.6,2.6,0,94
Tarapacá,2021-03-10,150.2,3.4,0,323
Tarapacá,2021-03-11,174.6,3,8,132
Tarapacá,2021-03-12,191,4,5,162
Tarapacá,2021-03-13,148.6,4.2,2,162
Tarapacá,2021-03-14,137,2.6,5,176
Tarapacá,2021-03-15,120,1.6,1,111
Tarapacá,2021-03-16,121.2,2.4,0,74
Tarapacá,2021-03-17,115.8,1.8,0,77
Tarapacá,2021-03-18,118.6,2.2,6,168
Tarapacá,2021-03-19,135.6,2.2,2,149
Tarapacá,2021-03-20,151.2,2.6,3,125
Tarapacá,2021-03-21,148.6,1.4,0,159
Tarapacá,2021-03-22,153.4,1,2,155
Tarapacá,2021-03-23,169.8,1.2,0,155
Tarapacá,2021-03-24,175.4,1.4,0,173
Tarapacá,2021-03-25,179,1.2,4,207
Tarapacá,2021-03-26,180.4,1.4,1,187
Tarapacá,2021-03-27,162.6,3.6,1,173
Tarapacá,2021-03-28,149.4,3,1,162
Tarapacá,2021-03-29,156.8,2.8,11,84
Tarapacá,2021-03-30,168.4,3.8,1,141
Tarapacá,2021-03-31,169.4,4.8,0,224
Tarapacá,2021-04-01,193,3.2,6,231
Tarapacá,2021-04-02,197.6,4.2,6,167
Tarapacá,2021-04-03,174.4,4.2,3,202
Tarapacá,2021-04-04,160.2,3.6,6,164
Tarapacá,2021-04-05,173.4,2.4,0,108
Tarapacá,2021-04-06,176.8,4.2,3,160
Tarapacá,2021-04-07,191.6,4.2,0,233
Tarapacá,2021-04-08,208.6,4.8,12,219
Tarapacá,2021-04-09,209.4,5.6,6,238
Tarapacá,2021-04-10,190.8,6.8,3,193
Tarapacá,2021-04-11,183.2,4.4,7,164
Tarapacá,2021-04-12,165,3.2,6,140
Tarapacá,2021-04-13,169.6,4.2,0,181
Tarapacá,2021-04-14,173.2,3.8,0,147
Tarapacá,2021-04-15,178,3,8,216
Tarapacá,2021-04-16,172.6,3.4,5,182
Tarapacá,2021-04-17,165.2,3.4,2,164
Tarapacá,2021-04-18,150.8,1.8,2,154
Tarapacá,2021-04-19,152.8,0.8,0,110
Tarapacá,2021-04-20,156.2,2.2,0,144
Tarapacá,2021-04-21,154.2,2.2,0,192
Tarapacá,2021-04-22,155,2.4,9,181
Tarapacá,2021-04-23,153,2.8,2,144
Tarapacá,2021-04-24,143.8,3.6,1,114
Tarapacá,2021-04-25,133.8,1.8,2,134
Tarapacá,2021-04-26,135,1.6,4,146
Tarapacá,2021-04-27,145.6,2.8,0,131
Tarapacá,2021-04-28,148.2,3,1,150
Tarapacá,2021-04-29,145.4,2.4,7,167
Tarapacá,2021-04-30,146.2,3.4,3,147
Tarapacá,2021-05-01,143.2,3.6,1,132
Tarapacá,2021-05-02,124,2.2,5,135
Tarapacá,2021-05-03,114.8,1.6,2,135
Tarapacá,2021-05-04,111.4,2.8,0,71
Tarapacá,2021-05-05,NA,NA,0,101
Tarapacá,2021-05-06,NA,NA,7,115
Antofagasta,2020-03-03,NA,NA,NA,0
Antofagasta,2020-03-04,NA,NA,NA,0
Antofagasta,2020-03-05,0,NA,NA,0
Antofagasta,2020-03-06,0,NA,NA,0
Antofagasta,2020-03-07,0,NA,NA,0
Antofagasta,2020-03-08,0,NA,NA,0
Antofagasta,2020-03-09,0,NA,NA,0
Antofagasta,2020-03-10,0,NA,NA,0
Antofagasta,2020-03-11,0,NA,NA,0
Antofagasta,2020-03-12,0.4,NA,NA,0
Antofagasta,2020-03-13,0.4,NA,NA,0
Antofagasta,2020-03-14,0.4,NA,NA,2
Antofagasta,2020-03-15,0.4,NA,NA,0
Antofagasta,2020-03-16,0.4,NA,NA,0
Antofagasta,2020-03-17,0,NA,NA,0
Antofagasta,2020-03-18,0.8,NA,NA,0
Antofagasta,2020-03-19,1.6,NA,NA,0
Antofagasta,2020-03-20,1.8,NA,NA,4
Antofagasta,2020-03-21,1.8,NA,NA,4
Antofagasta,2020-03-22,2.2,NA,NA,1
Antofagasta,2020-03-23,2.6,NA,0,0
Antofagasta,2020-03-24,2,NA,0,2
Antofagasta,2020-03-25,2,0,0,6
Antofagasta,2020-03-26,2.8,0,0,1
Antofagasta,2020-03-27,2.8,0,0,1
Antofagasta,2020-03-28,3.2,0,0,4
Antofagasta,2020-03-29,3,0,0,2
Antofagasta,2020-03-30,3.6,0,0,8
Antofagasta,2020-03-31,4.4,0,0,0
Antofagasta,2020-04-01,5.4,0,0,4
Antofagasta,2020-04-02,4,0,0,8
Antofagasta,2020-04-03,5,0,0,7
Antofagasta,2020-04-04,5.8,0,0,1
Antofagasta,2020-04-05,4.4,0.2,0,5
Antofagasta,2020-04-06,4.6,0.2,0,8
Antofagasta,2020-04-07,7.4,0.2,1,1
Antofagasta,2020-04-08,10,0.2,0,8
Antofagasta,2020-04-09,9.8,0.2,0,15
Antofagasta,2020-04-10,13.8,0,0,18
Antofagasta,2020-04-11,14.4,0,0,7
Antofagasta,2020-04-12,12.6,0,0,21
Antofagasta,2020-04-13,13.2,0,0,11
Antofagasta,2020-04-14,15,0,0,6
Antofagasta,2020-04-15,14.6,0,0,21
Antofagasta,2020-04-16,15.4,0,0,16
Antofagasta,2020-04-17,18.8,0,0,19
Antofagasta,2020-04-18,17.4,0,0,15
Antofagasta,2020-04-19,19.8,0,0,23
Antofagasta,2020-04-20,23,0.2,0,14
Antofagasta,2020-04-21,22.8,0.2,0,28
Antofagasta,2020-04-22,23.4,0.2,1,35
Antofagasta,2020-04-23,25.6,0.4,0,14
Antofagasta,2020-04-24,30.4,0.6,0,26
Antofagasta,2020-04-25,26.2,0.4,1,25
Antofagasta,2020-04-26,28.2,0.4,1,52
Antofagasta,2020-04-27,29.6,0.4,0,14
Antofagasta,2020-04-28,31,0.4,0,24
Antofagasta,2020-04-29,29.2,0.6,0,33
Antofagasta,2020-04-30,44.4,0.6,1,32
Antofagasta,2020-05-01,51.8,0.6,2,43
Antofagasta,2020-05-02,49.2,0.6,0,90
Antofagasta,2020-05-03,53,0.4,0,61
Antofagasta,2020-05-04,53.2,0,0,20
Antofagasta,2020-05-05,43.2,0,0,51
Antofagasta,2020-05-06,36.6,0.4,0,44
Antofagasta,2020-05-07,37.4,0.6,0,40
Antofagasta,2020-05-08,33.4,0.6,2,28
Antofagasta,2020-05-09,31.8,0.6,1,24
Antofagasta,2020-05-10,42.8,0.6,0,31
Antofagasta,2020-05-11,58.6,0.4,0,36
Antofagasta,2020-05-12,66,0.2,0,95
Antofagasta,2020-05-13,70.6,0.4,1,107
Antofagasta,2020-05-14,83,0.4,0,61
Antofagasta,2020-05-15,79.2,0.6,1,54
Antofagasta,2020-05-16,74.6,0.6,0,98
Antofagasta,2020-05-17,74.2,1,1,76
Antofagasta,2020-05-18,80,1,1,84
Antofagasta,2020-05-19,69.8,1,2,59
Antofagasta,2020-05-20,67.2,0.8,1,83
Antofagasta,2020-05-21,61.6,1.4,0,47
Antofagasta,2020-05-22,59.8,1,0,63
Antofagasta,2020-05-23,56.8,0.8,4,56
Antofagasta,2020-05-24,57,1.2,0,50
Antofagasta,2020-05-25,59.2,1.6,0,68
Antofagasta,2020-05-26,70.2,1.4,2,48
Antofagasta,2020-05-27,74.2,1.4,2,74
Antofagasta,2020-05-28,82.8,1.6,3,111
Antofagasta,2020-05-29,89.4,1.6,0,70
Antofagasta,2020-05-30,89.6,1.4,1,111
Antofagasta,2020-05-31,80.2,1.2,2,81
Antofagasta,2020-06-01,79.6,1.6,1,75
Antofagasta,2020-06-02,86.6,1.8,2,64
Antofagasta,2020-06-03,82.8,2.2,2,67
Antofagasta,2020-06-04,89.6,3,2,146
Antofagasta,2020-06-05,101,2.6,4,62
Antofagasta,2020-06-06,105.8,2.4,5,109
Antofagasta,2020-06-07,108,2,0,121
Antofagasta,2020-06-08,127,3.4,1,91
Antofagasta,2020-06-09,144,2.6,0,157
Antofagasta,2020-06-10,146.2,4.2,11,157
Antofagasta,2020-06-11,158.6,4.4,1,194
Antofagasta,2020-06-12,176.8,5.4,8,132
Antofagasta,2020-06-13,199.4,3.2,2,153
Antofagasta,2020-06-14,178,3,5,248
Antofagasta,2020-06-15,176.8,3.2,0,270
Antofagasta,2020-06-16,203.6,4,0,87
Antofagasta,2020-06-17,214,4.2,9,126
Antofagasta,2020-06-18,237.4,4.4,6,287
Antofagasta,2020-06-19,269.2,5.6,6,300
Antofagasta,2020-06-20,293.4,3.8,1,387
Antofagasta,2020-06-21,292.6,2.6,6,246
Antofagasta,2020-06-22,279.8,4,0,247
Antofagasta,2020-06-23,260,5.6,0,283
Antofagasta,2020-06-24,256.2,5.6,13,236
Antofagasta,2020-06-25,263.8,8.4,9,288
Antofagasta,2020-06-26,263.4,9.4,6,227
Antofagasta,2020-06-27,279.6,6.8,14,285
Antofagasta,2020-06-28,262.8,5,5,281
Antofagasta,2020-06-29,268.2,3.8,0,317
Antofagasta,2020-06-30,251.6,4.2,0,204
Antofagasta,2020-07-01,252.4,4.8,0,254
Antofagasta,2020-07-02,239.6,5.4,16,202
Antofagasta,2020-07-03,258,7.2,8,285
Antofagasta,2020-07-04,254.4,7.2,3,253
Antofagasta,2020-07-05,261.8,4,9,296
Antofagasta,2020-07-06,251,5.2,0,236
Antofagasta,2020-07-07,250.8,5.8,0,239
Antofagasta,2020-07-08,229.6,6.6,14,231
Antofagasta,2020-07-09,245,7,6,252
Antofagasta,2020-07-10,241,8.2,13,190
Antofagasta,2020-07-11,241.8,5.6,2,313
Antofagasta,2020-07-12,229.4,5,6,219
Antofagasta,2020-07-13,224.4,3.2,1,235
Antofagasta,2020-07-14,200.8,3.6,3,190
Antofagasta,2020-07-15,200.2,9.4,4,165
Antofagasta,2020-07-16,190.8,10.8,4,195
Antofagasta,2020-07-17,192.6,10.4,35,216
Antofagasta,2020-07-18,182.8,12.2,8,188
Antofagasta,2020-07-19,159.8,11.4,1,199
Antofagasta,2020-07-20,151.2,5.4,13,116
Antofagasta,2020-07-21,146.6,5.2,0,80
Antofagasta,2020-07-22,137.8,6,5,173
Antofagasta,2020-07-23,140.8,4.6,7,165
Antofagasta,2020-07-24,155.8,7,5,155
Antofagasta,2020-07-25,151.4,6.8,6,131
Antofagasta,2020-07-26,144,5.8,12,155
Antofagasta,2020-07-27,141,5,4,151
Antofagasta,2020-07-28,132.4,5,2,128
Antofagasta,2020-07-29,131.6,3.8,1,140
Antofagasta,2020-07-30,127.2,4,6,88
Antofagasta,2020-07-31,129.6,3.8,6,151
Antofagasta,2020-08-01,132.4,4.6,5,129
Antofagasta,2020-08-02,131.8,3.4,1,140
Antofagasta,2020-08-03,134,2.8,5,154
Antofagasta,2020-08-04,134.6,3,0,85
Antofagasta,2020-08-05,132.2,3.8,3,162
Antofagasta,2020-08-06,133.6,3.6,6,132
Antofagasta,2020-08-07,143.4,4,5,128
Antofagasta,2020-08-08,141,4,4,161
Antofagasta,2020-08-09,131.6,4,2,134
Antofagasta,2020-08-10,122.6,3.2,3,150
Antofagasta,2020-08-11,111.6,3.2,6,85
Antofagasta,2020-08-12,111.6,3.2,1,83
Antofagasta,2020-08-13,102,3.6,4,106
Antofagasta,2020-08-14,110,3.2,2,134
Antofagasta,2020-08-15,115.8,3.8,5,102
Antofagasta,2020-08-16,107.2,3.6,4,125
Antofagasta,2020-08-17,95.2,3.4,4,112
Antofagasta,2020-08-18,89,3.2,3,63
Antofagasta,2020-08-19,91,2.6,1,74
Antofagasta,2020-08-20,85.6,2,4,71
Antofagasta,2020-08-21,87.6,1.8,1,135
Antofagasta,2020-08-22,99.8,2.2,1,85
Antofagasta,2020-08-23,97,2.2,2,73
Antofagasta,2020-08-24,87.2,2.4,3,135
Antofagasta,2020-08-25,90.4,3,4,57
Antofagasta,2020-08-26,90.2,3.6,2,86
Antofagasta,2020-08-27,84,3.4,4,101
Antofagasta,2020-08-28,94.2,3.2,5,72
Antofagasta,2020-08-29,89.2,3.2,2,104
Antofagasta,2020-08-30,81.2,2.8,3,108
Antofagasta,2020-08-31,80,1.8,2,61
Antofagasta,2020-09-01,77,1.8,2,61
Antofagasta,2020-09-02,69.4,1.6,0,66
Antofagasta,2020-09-03,74,1.8,2,89
Antofagasta,2020-09-04,79.4,2,2,70
Antofagasta,2020-09-05,83,2.4,3,84
Antofagasta,2020-09-06,78.6,2.4,3,88
Antofagasta,2020-09-07,74.8,2,2,84
Antofagasta,2020-09-08,73.4,2.6,2,67
Antofagasta,2020-09-09,68.2,2.8,0,51
Antofagasta,2020-09-10,63.2,3,6,77
Antofagasta,2020-09-11,60.8,2.6,4,62
Antofagasta,2020-09-12,64.4,3.6,3,59
Antofagasta,2020-09-13,59.8,2.4,0,55
Antofagasta,2020-09-14,54.4,1.6,5,69
Antofagasta,2020-09-15,51.8,2,0,54
Antofagasta,2020-09-16,49.6,2.8,0,35
Antofagasta,2020-09-17,45.4,2.2,5,46
Antofagasta,2020-09-18,42,2.2,4,44
Antofagasta,2020-09-19,40.6,2.2,2,48
Antofagasta,2020-09-20,41.2,1.2,0,37
Antofagasta,2020-09-21,41.2,0.4,0,28
