x,edad,sexo,p_originario
7872,57,M,no
7873,69,H,no
7874,24,M,no
7875,5,M,si
7876,50,M,si
7877,18,H,no
7878,7,M,no
7879,57,H,no
7880,66,M,no
7881,4,M,no
7882,11,H,no
7883,26,H,no
7884,21,M,no
7885,3,H,no
7886,75,H,no
7887,7,M,si
7888,39,H,no
7889,5,H,no
7890,21,M,no
7891,9,M,no
7892,15,M,si
7893,8,M,no
7894,30,H,si
7895,5,M,no
7896,3,H,no
7897,49,M,no
7898,59,M,no
7899,32,M,no
7900,35,H,no
7901,18,M,si
7902,10,H,no
7903,61,M,no
7904,56,H,no
7905,13,H,si
7906,70,M,no
7907,31,H,si
7908,39,M,no
7909,22,H,no
7910,19,H,no
7911,36,M,no
7912,49,M,no
7913,82,H,no
7914,47,M,si
7915,18,M,no
7916,72,M,no
7917,33,H,no
7918,17,H,no
7919,20,M,no
7920,52,M,no
7921,59,H,no
7922,65,M,no
7923,20,H,no
7924,46,M,no
7925,40,M,no
7926,17,H,no
7927,18,H,no
7928,27,M,no
7929,44,H,si
7930,72,H,no
7931,62,M,no
7932,14,H,no
7933,68,M,no
7934,86,M,no
7935,74,H,no
7936,50,M,no
7937,32,M,no
7938,12,M,no
7939,59,M,no
7940,20,H,no
7941,53,M,no
7942,37,H,no
7943,47,M,no
7944,63,H,no
7945,18,M,no
7946,74,H,no
7947,16,H,no
7948,4,M,no
7949,70,H,no
7950,55,H,no
7951,8,H,no
7952,28,M,no
7953,87,M,no
7954,28,H,no
7955,42,M,no
7956,75,M,no
7957,23,M,no
7958,24,H,si
7959,47,M,no
7960,26,H,no
7961,28,H,no
7962,25,M,no
7963,66,H,no
7964,56,M,no
7965,44,M,no
7966,14,M,si
7967,60,H,no
7968,32,H,no
7969,60,M,no
7970,87,M,no
7971,26,H,no
7972,52,H,no
7973,22,M,no
7974,55,H,no
7975,0,M,no
7976,38,H,no
7977,45,M,si
7978,82,H,no
7979,54,H,no
7980,75,H,si
7981,53,H,no
7982,41,M,no
7983,27,M,no
7984,17,M,si
7985,5,H,no
7986,4,M,no
7987,21,H,no
7988,39,M,no
7989,17,M,no
7990,32,M,no
7991,23,H,no
7992,16,M,no
7993,6,H,si
7994,56,H,no
7995,61,M,no
7996,19,H,si
7997,56,M,no
7998,16,H,no
7999,2,H,si
8000,34,H,no
8001,50,H,no
8002,30,M,no
8003,48,M,no
8004,51,H,no
8005,58,M,no
8006,45,M,no
8007,2,H,si
8008,16,H,no
8009,14,H,no
8010,27,M,no
8011,33,H,no
8012,62,H,si
8013,32,H,no
8014,19,H,no
8015,3,H,no
8016,36,M,no
8017,3,M,no
8018,43,H,no
8019,50,H,no
8020,67,M,no
8021,40,M,no
8022,64,M,no
8023,30,H,no
8024,44,M,no
8025,57,M,no
8026,14,H,no
8027,54,H,no
8028,41,M,no
8029,61,M,si
8030,26,M,no
8031,95,M,no
8032,41,M,si
8033,80,H,no
8034,15,H,no
8035,24,H,no
8036,42,H,no
8037,33,M,no
8038,60,H,no
8039,41,H,si
8040,80,H,no
8041,81,M,no
8042,4,H,no
8043,12,M,no
8044,72,H,no
8045,12,M,no
8046,14,M,no
8047,30,M,no
8048,40,H,no
8049,17,H,no
8050,11,M,no
8051,57,H,no
8052,47,M,no
8053,10,H,no
8054,31,M,no
8055,65,M,no
8056,50,H,no
8057,33,M,no
8058,48,M,no
8059,72,H,no
8060,9,M,no
8061,3,M,no
8062,35,M,no
8063,18,H,no
8064,67,H,no
8065,28,M,no
8066,79,M,no
8067,27,M,no
8068,31,H,si
8069,54,M,no
8070,65,M,no
8071,14,H,no
8072,8,M,no
8073,52,M,no
8074,69,M,no
8075,50,H,no
8076,31,H,no
8077,38,H,no
8078,84,H,no
8079,12,M,no
8080,67,H,no
8081,34,H,no
8082,58,H,no
8083,27,M,no
8084,2,H,no
8085,25,H,no
8086,14,H,no
8087,18,H,no
8088,40,M,si
8089,48,H,no
8090,5,M,no
8091,28,H,no
8092,66,M,no
8093,17,H,no
8094,90,H,no
8095,26,M,no
8096,34,M,no
8097,27,M,no
8098,26,M,no
8099,19,H,no
8100,55,H,no
8101,3,M,no
8102,9,M,no
8103,74,H,no
8104,6,H,no
8105,50,M,no
8106,24,H,no
8107,40,M,no
8108,14,H,no
8109,14,M,no
8110,25,M,no
8111,63,M,no
8112,24,M,no
8113,26,H,no
8114,25,M,si
8115,61,M,no
8116,60,H,no
8117,49,M,no
8118,27,H,no
8119,60,M,no
8120,22,H,no
8121,12,H,no
8122,16,M,no
8123,38,H,no
8124,12,M,no
8125,67,H,no
8126,47,H,no
8127,3,H,no
8128,36,M,si
8129,23,M,si
8130,13,H,no
8131,18,H,no
8132,84,M,no
8133,21,M,no
8134,19,H,no
8135,32,M,no
8136,55,H,no
8137,27,M,no
8138,37,M,no
8139,32,H,no
8140,40,H,no
8141,6,M,no
8142,35,M,no
8143,10,H,no
8144,58,H,no
8145,8,M,si
8146,35,H,si
8147,9,H,no
8148,30,M,no
8149,7,M,no
8150,64,H,no
8151,67,M,si
8152,28,H,no
8153,22,H,no
8154,14,M,no
8155,59,H,si
8156,45,M,si
8157,46,H,no
8158,11,M,no
8159,24,H,no
8160,33,M,no
8161,28,H,si
8162,58,M,no
8163,51,M,no
8164,69,M,no
8165,42,H,no
8166,27,M,no
8167,17,M,no
8168,69,H,no
8169,61,M,no
8170,35,H,no
8171,10,H,si
8172,56,M,no
8173,60,M,no
8174,46,H,no
8175,37,H,no
8176,32,H,no
8177,82,M,no
8178,30,M,no
8179,14,H,si
8180,0,H,no
8181,26,H,no
8182,43,H,no
8183,33,M,no
8184,24,M,no
8185,69,M,no
8186,2,H,no
8187,42,H,no
8188,35,H,no
8189,9,M,no
8190,50,M,si
8191,53,M,si
8192,13,M,no
8193,38,H,no
8194,6,H,no
8195,68,H,no
8196,9,H,si
8197,75,H,no
8198,18,M,si
8199,58,M,si
8200,15,H,si
8201,36,H,no
8202,67,H,no
8203,1,M,no
8204,6,H,si
8205,56,M,no
8206,16,H,no
8207,5,M,no
8208,3,M,no
8209,16,M,no
8210,17,H,no
8211,88,M,no
8212,68,H,no
8213,38,H,no
8214,29,M,no
8215,84,M,no
8216,17,M,no
8217,27,H,no
8218,63,H,no
8219,32,H,no
8220,60,H,no
8221,49,M,no
8222,16,M,no
8223,73,M,no
8224,45,H,no
8225,29,M,no
8226,41,H,no
8227,5,M,no
8228,20,M,no
8229,91,M,no
8230,53,H,no
8231,46,H,no
8232,32,M,no
8233,42,M,si
8234,38,H,no
8235,38,H,no
8236,33,M,no
8237,24,M,no
8238,10,H,no
8239,53,M,no
8240,46,H,no
8241,15,H,no
8242,37,M,no
8243,41,H,no
8244,6,M,no
8245,61,M,no
8246,65,H,no
8247,15,M,no
8248,42,H,si
8249,75,M,no
8250,1,M,no
8251,31,H,no
8252,40,M,no
8253,40,H,no
8254,33,H,no
8255,75,H,no
8256,9,M,no
8257,41,H,si
8258,68,H,no
8259,61,H,no
8260,37,H,no
8261,58,M,no
8262,30,H,no
8263,69,H,no
8264,34,H,no
8265,23,M,no
8266,67,H,no
8267,70,H,si
8268,4,M,no
8269,47,H,no
8270,29,M,no
8271,67,M,no
8272,48,H,no
8273,63,H,no
8274,54,H,no
8275,25,H,no
8276,43,M,no
8277,51,H,no
8278,8,H,no
8279,47,M,no
8280,26,M,no
8281,53,H,no
8282,56,H,no
8283,60,H,no
8284,38,H,no
8285,12,M,no
8286,21,M,no
8287,37,M,si
8288,9,M,si
8289,25,M,no
8290,4,M,no
8291,75,H,no
8292,5,H,si
8293,46,H,no
8294,38,H,no
8295,46,M,no
8296,56,M,no
8297,39,H,no
8298,32,M,no
8299,18,M,no
8300,23,M,no
8301,1,M,no
8302,47,M,no
8303,25,M,no
8304,12,M,no
8305,26,M,no
8306,7,H,no
8307,50,M,no
8308,16,M,no
8309,42,M,no
8310,54,H,no
8311,52,M,no
8312,71,H,no
8313,52,M,no
8314,44,H,no
8315,24,M,no
8316,10,M,no
8317,27,H,no
8318,38,M,no
8319,58,M,no
8320,26,H,si
8321,71,M,si
8322,70,M,no
8323,35,M,si
8324,45,M,no
8325,66,H,no
8326,37,M,si
8327,61,H,no
8328,23,H,no
8329,28,M,no
8330,35,H,no
8331,15,H,no
8332,4,M,no
8333,55,M,no
8334,7,M,no
8335,37,H,no
8336,44,H,no
8337,33,M,no
8338,0,M,no
8339,73,M,no
8340,52,M,no
8341,57,M,no
8342,42,M,no
8343,15,H,no
8344,15,H,no
8345,26,M,no
8346,57,M,si
8347,16,H,no
8348,48,H,no
8349,9,H,no
8350,28,M,no
8351,31,H,no
8352,6,M,no
8353,0,M,si
8354,35,M,no
8355,34,H,si
8356,28,H,no
8357,22,M,no
8358,19,H,no
8359,37,M,no
8360,37,M,no
8361,25,M,no
8362,73,M,no
8363,11,H,no
8364,20,M,si
8365,21,M,no
8366,30,H,no
8367,20,H,no
8368,58,M,no
8369,44,H,no
8370,6,M,no
8371,1,M,si
8372,45,M,no
8373,29,M,no
8374,82,H,no
8375,2,H,no
8376,20,H,no
8377,38,H,no
8378,2,H,no
8379,17,H,no
8380,13,H,no
8381,79,M,no
8382,22,H,no
8383,8,H,no
8384,30,H,no
8385,15,H,no
8386,31,M,si
8387,60,H,si
8388,56,H,no
8389,10,H,no
8390,42,M,no
8391,41,H,no
8392,45,H,si
8393,14,M,si
8394,50,H,no
8395,44,M,no
8396,84,M,no
8397,16,M,no
8398,24,M,no
8399,25,M,no
8400,8,M,si
8401,43,H,no
8402,18,H,no
8403,20,M,no
8404,32,M,no
8405,56,H,no
8406,46,H,no
8407,5,M,no
8408,69,M,no
8409,13,M,no
8410,40,M,si
8411,26,M,no
8412,55,H,no
8413,16,M,no
8414,5,H,no
8415,25,H,no
8416,58,H,no
8417,24,H,no
8418,31,H,no
8419,66,H,no
8420,43,M,no
8421,76,M,si
8422,41,M,no
8423,27,M,no
8424,29,H,no
8425,21,H,no
8426,22,M,no
8427,26,H,no
8428,19,H,no
8429,22,M,no
8430,26,M,no
8431,27,H,no
8432,86,H,no
8433,6,H,no
8434,33,M,no
8435,8,M,no
8436,33,M,no
8437,11,H,no
8438,35,H,no
8439,29,M,no
8440,33,H,si
8441,54,M,no
8442,55,M,no
8443,43,M,no
8444,94,M,no
8445,20,H,no
8446,70,H,no
8447,46,H,no
8448,18,M,si
8449,54,M,no
8450,7,H,no
8451,37,H,no
8452,46,M,no
8453,1,H,no
8454,29,H,no
8455,24,M,si
8456,1,H,no
8457,24,M,si
8458,51,M,no
8459,38,H,no
8460,21,H,no
8461,46,M,no
8462,38,M,no
8463,76,H,no
8464,42,M,no
8465,12,M,no
8466,35,H,no
8467,65,H,no
8468,31,H,no
8469,28,H,si
8470,55,H,no
8471,47,M,si
8472,42,M,no
8473,76,M,no
8474,7,H,no
8475,38,H,no
8476,40,M,si
8477,39,H,no
8478,58,M,no
8479,56,M,no
8480,18,M,si
8481,26,H,si
8482,16,H,no
8483,53,H,no
8484,50,M,no
8485,59,M,no
8486,26,M,si
8487,32,H,no
8488,25,H,no
8489,58,M,no
8490,30,H,no
8491,59,H,no
8492,43,M,si
8493,6,H,no
8494,47,M,no
8495,71,H,no
8496,12,H,no
8497,4,M,no
8498,2,H,no
8499,38,M,no
8500,70,H,no
8501,71,H,si
8502,37,M,no
8503,38,H,si
8504,14,H,si
8505,16,H,no
8506,39,M,no
8507,36,M,no
8508,57,M,no
8509,27,H,no
8510,47,H,no
8511,27,H,no
8512,86,H,no
8513,7,M,no
8514,6,H,no
8515,45,H,no
8516,1,M,no
8517,61,M,no
8518,51,M,no
8519,56,M,no
8520,3,M,no
8521,43,H,no
8522,38,M,no
8523,18,H,no
8524,0,M,no
8525,39,H,si
8526,58,H,no
8527,9,H,no
8528,19,H,no
8529,31,H,no
8530,1,H,si
8531,39,M,no
8532,1,H,no
8533,56,M,no
8534,24,H,no
8535,28,H,no
8536,15,H,si
8537,45,M,si
8538,19,M,no
8539,23,H,no
8540,15,M,no
8541,86,H,si
8542,22,H,si
8543,17,H,no
8544,58,M,no
8545,53,H,no
8546,74,M,no
8547,74,H,no
8548,19,M,no
8549,52,H,no
8550,24,M,no
8551,16,M,no
8552,42,H,no
8553,62,H,no
8554,30,M,no
8555,49,M,no
8556,66,H,no
8557,13,H,no
8558,24,H,no
8559,14,H,no
8560,41,H,no
8561,58,M,si
8562,35,H,no
8563,31,H,si
8564,13,M,no
8565,1,M,no
8566,37,M,no
8567,16,M,no
8568,69,M,no
8569,31,H,no
8570,30,M,no
8571,29,H,no
8572,13,H,no
8573,45,H,no
8574,17,H,no
8575,52,H,no
8576,4,M,no
8577,48,H,no
8578,47,H,no
8579,78,H,no
8580,27,H,si
8581,43,H,no
8582,14,M,si
8583,35,H,no
8584,5,M,no
8585,39,H,si
8586,21,M,no
8587,26,H,no
8588,23,M,si
8589,46,M,no
8590,12,H,no
8591,5,M,no
8592,39,H,no
8593,13,H,no
8594,8,M,no
8595,34,H,no
8596,9,M,no
8597,73,M,no
8598,52,M,no
8599,28,H,no
8600,50,H,no
8601,29,H,no
8602,45,H,no
8603,65,M,no
8604,40,M,no
8605,72,M,no
8606,17,M,no
8607,15,H,si
8608,23,H,no
8609,47,M,no
8610,37,M,no
8611,15,M,no
8612,43,M,no
8613,50,M,no
8614,76,H,no
8615,18,M,no
8616,42,H,no
8617,19,M,no
8618,32,H,no
8619,16,M,no
8620,59,M,no
8621,3,H,no
8622,44,H,no
8623,12,M,no
8624,48,H,si
8625,21,M,no
8626,31,M,no
8627,28,M,no
8628,17,H,no
8629,64,M,no
8630,35,H,no
8631,44,H,no
8632,16,M,no
8633,28,H,si
8634,32,M,si
8635,77,H,no
8636,35,M,no
8637,18,H,si
8638,5,M,no
8639,28,M,no
8640,69,M,no
8641,48,M,no
8642,40,M,no
8643,0,H,no
8644,52,M,no
8645,5,M,si
8646,51,M,no
8647,54,H,no
8648,54,H,no
8649,26,H,si
8650,95,M,no
8651,16,M,no
8652,66,M,no
8653,42,M,no
8654,69,M,si
8655,66,M,no
8656,72,M,no
8657,23,M,no
8658,58,H,no
8659,0,H,si
8660,2,M,si
8661,48,M,no
8662,39,M,no
8663,18,M,no
8664,41,M,no
8665,0,M,no
8666,79,H,no
8667,11,H,no
8668,44,H,no
8669,15,H,no
8670,20,M,no
8671,2,M,no
8672,47,M,no
8673,52,H,no
8674,34,H,no
8675,8,M,no
8676,67,M,no
8677,48,M,si
8678,37,H,no
8679,90,M,no
8680,13,M,no
8681,62,M,no
8682,16,H,no
8683,15,H,no
8684,17,H,si
8685,51,M,no
8686,38,H,no
8687,7,H,no
8688,42,H,no
8689,41,M,no
8690,56,H,no
8691,2,M,si
8692,30,H,si
8693,61,M,no
8694,50,M,no
8695,48,H,no
8696,12,H,no
8697,81,M,no
8698,28,M,no
8699,50,H,no
8700,34,H,no
8701,47,H,si
8702,13,M,no
8703,88,M,si
8704,21,H,no
8705,9,M,no
8706,47,H,no
8707,90,H,no
8708,51,M,no
8709,16,M,no
8710,51,H,no
8711,45,H,no
8712,17,M,no
8713,46,M,no
8714,6,H,no
8715,32,H,si
8716,54,M,no
8717,44,M,no
8718,55,M,no
8719,41,M,no
8720,32,H,no
8721,82,M,no
8722,24,M,no
8723,7,M,no
8724,4,H,no
8725,14,H,no
8726,19,H,si
8727,90,M,no
8728,10,H,no
8729,18,H,no
8730,23,H,no
8731,20,H,no
8732,27,M,no
8733,12,H,si
8734,39,H,no
8735,31,M,no
8736,24,H,si
8737,22,M,no
8738,55,M,si
8739,37,M,si
8740,55,M,no
8741,8,M,no
8742,20,H,no
8743,31,H,no
8744,25,M,no
8745,56,M,no
8746,9,M,no
8747,11,M,no
8748,72,H,no
8749,21,H,no
8750,38,H,no
8751,38,M,no
8752,63,H,no
8753,41,H,no
8754,44,M,no
8755,46,M,no
8756,1,H,no
8757,24,H,no
8758,32,H,no
8759,1,M,no
8760,8,H,no
8761,31,H,no
8762,5,M,no
8763,53,H,no
8764,36,H,si
8765,19,M,no
8766,89,M,no
8767,40,H,no
8768,17,H,no
8769,33,H,no
8770,40,M,si
8771,45,M,no
8772,67,H,no
8773,2,H,no
8774,17,H,no
8775,34,H,no
8776,69,M,si
8777,79,H,no
8778,28,H,si
8779,38,H,no
8780,6,H,no
8781,15,M,no
8782,60,H,no
8783,36,H,no
8784,9,M,no
8785,13,M,no
8786,16,M,si
8787,5,M,si
8788,37,H,no
8789,18,M,no
8790,69,M,no
8791,24,H,no
8792,39,H,no
8793,69,M,no
8794,41,H,si
8795,43,H,no
8796,44,M,no
8797,3,M,no
8798,5,H,no
8799,36,H,no
8800,7,H,no
8801,17,H,si
8802,26,H,no
8803,24,H,no
8804,50,H,no
8805,40,M,no
8806,25,M,no
8807,24,M,no
8808,17,H,no
8809,5,M,no
8810,28,M,no
8811,28,H,no
8812,43,M,si
8813,17,M,no
8814,75,H,no
8815,3,H,no
8816,28,H,no
8817,29,M,no
8818,19,M,no
8819,2,M,no
8820,37,M,no
8821,44,M,si
8822,39,M,no
8823,69,M,no
8824,23,M,no
8825,43,H,no
8826,34,M,no
8827,48,M,no
8828,35,H,no
8829,6,M,no
8830,56,H,no
8831,51,M,si
8832,38,M,no
8833,18,M,no
8834,38,H,no
8835,4,M,no
8836,18,H,no
8837,51,M,no
8838,19,M,no
8839,35,H,no
8840,67,M,no
8841,48,M,no
8842,62,M,no
8843,15,M,no
8844,42,H,no
8845,54,H,no
8846,8,M,no
8847,34,H,no
8848,28,M,no
8849,39,H,no
8850,53,M,no
8851,37,M,no
8852,63,H,no
8853,86,M,no
8854,40,M,no
8855,56,H,no
8856,1,M,no
8857,44,M,no
8858,10,H,si
8859,1,M,no
8860,61,H,no
8861,49,M,no
8862,31,H,no
8863,16,M,no
8864,59,H,si
8865,64,H,no
8866,47,H,no
8867,13,M,si
8868,27,H,no
8869,27,H,si
8870,33,M,no
8871,66,M,no
8872,76,M,no
8873,47,H,si
8874,4,M,no
8875,49,H,no
8876,7,H,no
8877,61,H,si
8878,7,M,no
8879,59,M,si
8880,51,H,si
8881,45,H,no
8882,51,M,no
8883,5,M,no
8884,35,H,no
8885,5,M,si
8886,33,H,no
8887,74,H,no
8888,56,M,no
8889,26,H,no
8890,28,H,no
8891,17,M,no
8892,27,M,si
8893,58,H,no
8894,49,M,no
8895,11,H,no
8896,56,M,no
8897,46,M,si
8898,70,H,no
8899,35,H,no
8900,17,H,si
8901,34,M,no
8902,36,M,no
8903,45,M,no
8904,30,H,no
8905,3,M,no
8906,16,H,no
8907,9,H,no
8908,28,M,no
8909,15,H,no
8910,14,H,no
8911,68,M,no
8912,6,M,no
8913,26,H,no
8914,32,M,no
8915,38,H,no
8916,18,M,no
8917,0,M,no
8918,60,M,no
8919,35,M,no
8920,55,M,no
8921,28,H,no
8922,39,H,no
8923,54,H,no
8924,12,M,si
8925,19,M,no
8926,45,M,no
8927,37,H,no
8928,39,H,no
8929,45,M,no
8930,32,M,no
8931,35,M,no
8932,59,M,si
8933,50,M,no
8934,4,M,no
8935,37,H,no
8936,37,M,no
8937,90,M,no
8938,69,M,no
8939,46,M,no
8940,63,H,no
8941,19,H,no
8942,24,M,no
8943,1,M,no
8944,7,M,no
8945,35,M,no
8946,23,M,si
8947,29,M,no
8948,19,M,si
8949,43,H,no
8950,12,H,si
8951,54,H,no
8952,25,H,no
8953,23,H,no
8954,65,M,no
8955,30,M,no
8956,47,M,no
8957,36,H,no
8958,61,M,no
8959,25,M,no
8960,16,H,no
8961,10,M,no
8962,17,M,no
8963,59,H,no
8964,49,H,no
8965,31,H,no
8966,14,H,no
8967,15,M,no
8968,22,H,si
8969,9,H,no
8970,22,H,no
8971,11,M,no
8972,32,M,no
8973,18,H,si
8974,46,M,si
8975,45,M,no
8976,27,H,no
8977,34,M,no
8978,38,H,no
8979,66,M,no
8980,40,H,no
8981,25,M,no
8982,46,M,si
8983,26,H,no
8984,82,M,no
8985,28,H,no
8986,30,M,no
8987,46,M,no
8988,48,H,no
8989,14,M,no
8990,18,H,no
8991,87,H,si
8992,0,H,no
8993,54,M,no
8994,34,M,no
8995,2,H,no
8996,44,H,no
8997,50,H,no
8998,60,H,no
8999,60,M,si
9000,69,H,no
9001,76,H,no
9002,26,M,no
9003,18,H,no
9004,28,H,no
9005,47,M,no
9006,11,H,si
9007,11,H,si
9008,15,H,si
9009,22,M,si
9010,73,M,no
9011,60,M,no
9012,34,H,no
9013,34,M,no
9014,43,M,si
9015,51,M,no
9016,41,M,no
9017,25,H,no
9018,67,H,no
9019,76,H,si
9020,8,H,si
9021,8,H,no
9022,5,M,no
9023,17,M,no
9024,15,H,no
9025,1,M,no
9026,6,H,no
9027,24,M,no
9028,60,H,no
9029,5,M,no
9030,33,H,no
9031,34,M,no
9032,33,H,no
9033,41,M,no
9034,24,M,no
9035,17,M,no
9036,3,H,no
9037,69,H,no
9038,59,H,no
9039,33,H,si
9040,31,M,no
9041,12,M,no
9042,46,M,no
9043,76,M,no
9044,82,H,si
9045,65,M,no
9046,47,H,no
9047,7,M,no
9048,53,M,no
9049,14,H,no
9050,12,H,no
9051,74,H,no
9052,37,M,no
9053,45,M,si
9054,61,H,no
9055,48,M,no
9056,21,M,no
9057,4,M,no
9058,17,M,no
9059,22,M,no
9060,8,M,no
9061,6,H,si
9062,30,H,no
9063,8,M,no
9064,75,H,no
9065,18,M,no
9066,54,H,no
9067,30,H,no
9068,56,M,no
9069,59,M,no
9070,33,H,no
9071,5,H,si
9072,48,M,no
9073,25,H,no
9074,81,M,no
9075,4,M,no
9076,28,H,no
9077,1,H,si
9078,28,H,si
9079,14,M,no
9080,12,H,no
9081,28,M,no
9082,0,M,no
9083,29,M,no
9084,66,M,si
9085,0,M,no
9086,58,H,no
9087,19,H,no
9088,32,H,no
9089,49,M,no
9090,23,M,no
9091,7,M,no
9092,1,M,si
9093,23,M,no
9094,49,M,no
9095,61,H,no
9096,53,M,si
9097,10,M,no
9098,32,M,no
9099,17,H,no
9100,35,M,no
9101,45,M,no
9102,44,H,no
9103,7,M,si
9104,27,H,no
9105,53,H,no
9106,81,M,no
9107,51,H,no
9108,21,M,si
9109,62,H,no
9110,73,H,no
9111,29,M,no
9112,10,M,no
9113,70,M,no
9114,56,M,no
9115,24,M,si
9116,59,M,no
9117,63,M,no
9118,12,H,no
9119,50,M,no
9120,27,M,no
9121,0,M,no
9122,76,M,si
9123,10,M,no
9124,85,M,no
9125,23,H,no
9126,40,M,no
9127,69,H,si
9128,43,H,no
9129,50,M,no
9130,44,H,no
9131,36,M,no
9132,31,M,no
9133,47,H,no
9134,38,M,no
9135,29,H,no
9136,62,H,no
9137,85,M,no
9138,26,M,no
9139,23,M,no
9140,55,H,si
9141,29,H,no
9142,33,M,no
9143,55,H,no
9144,15,H,no
9145,14,M,no
9146,13,M,no
9147,1,H,no
9148,24,M,no
9149,5,M,no
9150,42,H,no
9151,27,M,no
9152,49,M,no
9153,23,M,no
9154,83,H,no
9155,36,H,no
9156,20,H,no
9157,19,H,no
9158,1,H,no
9159,1,M,no
9160,57,M,si
9161,11,H,no
9162,27,H,no
9163,6,M,no
9164,6,H,no
9165,10,M,no
9166,29,M,no
9167,7,H,no
9168,27,M,no
9169,74,M,no
9170,63,H,si
9171,88,M,no
9172,50,H,si
9173,8,H,no
9174,4,M,no
9175,28,H,si
9176,45,H,no
9177,59,H,no
9178,41,H,no
9179,78,H,no
9180,2,M,no
9181,29,H,no
9182,59,H,no
9183,42,H,no
9184,4,H,si
9185,57,H,no
9186,29,M,si
9187,60,M,si
9188,2,M,no
9189,6,M,no
9190,57,H,no
9191,40,H,no
9192,18,M,no
9193,26,M,si
9194,34,H,si
9195,10,H,no
9196,40,H,no
9197,32,H,no
9198,56,M,no
9199,45,H,no
9200,11,H,no
9201,55,M,si
9202,7,H,no
9203,26,H,no
9204,87,M,no
9205,32,H,no
9206,11,M,no
9207,10,H,no
9208,50,M,no
9209,71,M,no
9210,51,H,no
9211,37,M,no
9212,35,H,no
9213,53,H,no
9214,52,H,no
9215,43,H,no
9216,60,H,no
9217,24,M,no
9218,62,M,no
9219,46,M,no
9220,17,M,no
9221,17,H,no
9222,71,M,no
9223,32,H,no
9224,27,M,no
9225,16,M,no
9226,14,M,no
9227,16,H,si
9228,3,M,no
9229,21,M,no
9230,54,M,no
9231,40,H,no
9232,13,M,no
9233,20,H,no
9234,41,H,no
9235,8,M,no
9236,68,M,no
9237,31,H,no
9238,50,M,no
9239,14,M,no
9240,4,H,no
9241,13,H,no
9242,33,M,no
9243,55,M,si
9244,32,H,no
9245,67,H,no
9246,7,M,no
9247,60,M,si
9248,45,H,no
9249,56,H,no
9250,61,H,no
9251,70,H,si
9252,75,M,no
9253,43,H,no
9254,83,H,no
9255,51,H,no
9256,3,M,no
9257,1,H,si
9258,56,H,si
9259,43,M,no
9260,41,M,no
9261,40,M,no
9262,28,H,no
9263,11,H,no
9264,45,M,si
9265,53,M,no
9266,24,M,no
9267,10,M,no
9268,35,H,si
9269,61,H,no
9270,20,H,no
9271,10,H,si
9272,62,M,no
9273,43,H,no
9274,62,H,no
9275,29,H,si
9276,33,M,no
9277,44,H,no
9278,5,H,no
9279,46,M,no
9280,8,M,no
9281,44,H,no
9282,18,M,no
9283,22,H,no
9284,59,M,no
9285,0,H,no
9286,25,M,no
9287,13,H,no
9288,17,M,si
9289,57,H,si
9290,25,M,no
9291,62,H,no
9292,42,H,no
9293,2,M,no
9294,15,H,si
9295,12,M,no
9296,17,H,si
9297,21,H,si
9298,30,H,si
9299,39,H,no
9300,48,H,no
9301,35,M,no
9302,58,H,no
9303,22,M,no
9304,41,H,no
9305,42,M,no
9306,21,H,no
9307,30,M,si
9308,24,M,no
9309,40,H,no
9310,66,H,no
9311,13,H,si
9312,86,M,no
9313,67,M,no
9314,33,M,no
9315,18,M,no
9316,46,M,no
9317,44,H,si
9318,53,H,no
9319,23,H,no
9320,20,M,no
9321,76,M,no
9322,27,M,no
9323,54,M,no
9324,70,H,no
9325,53,M,no
9326,57,M,no
9327,42,M,no
9328,40,M,si
9329,30,M,no
9330,10,H,no
9331,24,H,no
9332,34,M,no
9333,51,H,no
9334,49,M,si
9335,26,M,no
9336,37,M,no
9337,78,M,no
9338,24,H,no
9339,37,M,no
9340,56,M,no
9341,59,H,no
9342,46,H,no
9343,34,H,si
9344,8,M,no
9345,17,M,no
9346,28,M,no
9347,40,H,no
9348,2,H,no
9349,53,H,no
9350,8,H,si
9351,32,H,no
9352,23,H,no
9353,17,M,no
9354,36,M,no
9355,37,M,no
9356,75,H,no
9357,63,M,no
9358,34,M,no
9359,59,M,si
9360,35,H,no
9361,26,M,no
9362,2,M,no
9363,29,M,no
9364,22,M,no
9365,72,H,no
9366,33,M,no
9367,12,M,si
9368,24,H,no
9369,23,H,no
9370,55,M,no
9371,17,H,no
9372,52,H,no
9373,11,H,no
9374,56,M,no
9375,9,H,no
9376,30,H,si
9377,27,H,no
9378,14,M,no
9379,29,M,no
9380,12,M,no
9381,30,M,no
9382,34,M,no
9383,21,M,si
9384,55,H,no
9385,9,M,no
9386,15,H,no
9387,4,M,no
9388,49,M,no
9389,40,H,no
9390,68,H,no
9391,32,M,no
9392,31,M,no
9393,26,M,no
9394,60,H,no
9395,20,H,no
9396,41,M,no
9397,0,M,no
9398,56,H,no
9399,8,M,no
9400,13,H,no
9401,64,M,no
9402,43,H,no
9403,51,M,no
9404,28,H,si
9405,38,H,no
9406,1,M,no
9407,13,M,no
9408,46,H,no
9409,76,H,no
9410,18,M,no
9411,52,H,no
9412,5,M,si
9413,4,M,no
9414,21,H,no
9415,72,M,no
9416,47,H,no
9417,61,H,no
9418,45,H,no
9419,49,H,no
9420,60,M,no
9421,53,H,no
9422,48,H,si
9423,80,M,no
9424,37,M,no
9425,0,M,no
