x,edad,sexo,p_originario
3210,19,H,no
3211,59,M,no
3212,21,H,no
3213,52,M,no
3214,37,H,no
3215,26,M,no
3216,18,M,no
3217,28,M,no
3218,41,H,no
3219,11,H,no
3220,78,M,no
3221,18,M,si
3222,50,H,no
3223,12,M,no
3224,59,M,no
3225,57,M,no
3226,61,H,no
3227,16,H,no
3228,50,M,no
3229,36,H,no
3230,5,M,si
3231,59,H,no
3232,40,M,no
3233,26,M,si
3234,47,H,no
3235,2,M,no
3236,29,H,no
3237,5,H,si
3238,15,M,si
3239,59,M,no
3240,33,M,si
3241,18,H,no
3242,17,H,no
3243,37,H,no
3244,69,M,no
3245,20,M,no
3246,29,H,no
3247,29,M,no
3248,57,H,no
3249,23,H,no
3250,2,H,no
3251,19,M,no
3252,49,H,no
3253,28,H,no
3254,91,M,no
3255,1,H,no
3256,33,H,no
3257,28,H,no
3258,17,H,no
3259,20,H,no
3260,27,H,no
3261,62,H,no
3262,29,H,no
3263,65,H,no
3264,71,H,no
3265,47,H,no
3266,63,M,no
3267,36,M,no
3268,54,H,no
3269,2,H,no
3270,39,H,no
3271,15,M,no
3272,16,M,no
3273,64,M,no
3274,67,M,no
3275,7,M,no
3276,41,H,si
3277,20,M,no
3278,55,H,no
3279,26,M,no
3280,24,M,no
3281,50,H,no
3282,26,M,no
3283,22,H,no
3284,53,M,no
3285,3,H,no
3286,38,M,no
3287,70,H,no
3288,19,M,no
3289,58,H,no
3290,41,H,no
3291,33,M,no
3292,45,M,no
3293,41,M,si
3294,25,M,si
3295,72,M,no
3296,0,H,no
3297,25,H,no
3298,83,H,si
3299,54,H,no
3300,46,M,no
3301,70,H,no
3302,9,M,no
3303,22,M,si
3304,20,H,no
3305,21,M,si
3306,40,H,no
3307,61,H,no
3308,19,M,no
3309,42,H,no
3310,48,H,no
3311,24,M,no
3312,71,M,no
3313,8,M,no
3314,25,H,no
3315,33,M,no
3316,36,M,no
3317,22,H,no
3318,28,M,no
3319,85,M,no
3320,40,M,no
3321,45,M,no
3322,0,H,no
3323,89,M,no
3324,13,H,no
3325,73,H,no
3326,69,M,no
3327,74,M,no
3328,87,M,no
3329,40,H,no
3330,89,H,no
3331,27,M,si
3332,7,M,no
3333,8,H,si
3334,21,M,no
3335,46,H,no
3336,27,M,no
3337,60,M,si
3338,46,H,no
3339,3,H,no
3340,21,H,no
3341,65,H,no
3342,21,M,no
3343,31,M,no
3344,21,H,no
3345,8,M,no
3346,50,H,no
3347,42,M,si
3348,36,H,no
3349,35,H,no
3350,27,H,no
3351,62,H,no
3352,36,H,no
3353,77,H,no
3354,63,H,si
3355,2,H,no
3356,36,M,no
3357,51,H,no
3358,13,H,no
3359,27,M,no
3360,23,H,no
3361,26,H,no
3362,33,M,no
3363,64,M,no
3364,32,M,no
3365,82,M,no
3366,85,H,no
3367,10,H,no
3368,78,H,no
3369,65,M,no
3370,41,M,no
3371,28,H,no
3372,23,M,si
3373,21,M,no
3374,36,M,si
3375,36,H,no
3376,26,M,no
3377,36,M,no
3378,43,M,no
3379,67,H,si
3380,32,M,si
3381,57,M,no
3382,44,M,no
3383,18,M,no
3384,15,H,no
3385,58,M,no
3386,48,M,no
3387,15,H,no
3388,87,H,si
3389,5,M,si
3390,60,M,no
3391,12,H,si
3392,55,M,no
3393,43,M,no
3394,33,H,no
3395,34,H,no
3396,32,M,no
3397,67,M,no
3398,9,H,si
3399,32,M,no
3400,63,M,no
3401,44,H,no
3402,4,H,no
3403,27,H,no
3404,24,M,no
3405,0,H,no
3406,17,H,no
3407,7,H,no
3408,37,H,no
3409,43,M,no
3410,57,M,no
3411,22,H,si
3412,20,M,no
3413,74,H,no
3414,36,M,no
3415,70,M,no
3416,21,H,no
3417,43,M,no
3418,83,H,no
3419,35,H,no
3420,37,M,no
3421,25,H,no
3422,45,M,no
3423,38,M,no
3424,25,H,no
3425,69,H,no
3426,6,H,si
3427,2,M,no
3428,4,M,no
3429,64,H,no
3430,19,H,no
3431,73,M,no
3432,4,H,no
3433,27,H,no
3434,10,H,no
3435,25,H,no
3436,58,H,no
3437,58,H,no
3438,2,M,no
3439,34,M,no
3440,34,M,no
3441,44,M,no
3442,46,M,no
3443,35,H,no
3444,11,H,no
3445,33,M,no
3446,4,M,no
3447,43,H,no
3448,9,M,no
3449,38,H,no
3450,24,M,no
3451,73,H,no
3452,30,H,no
3453,10,M,no
3454,52,M,no
3455,19,M,no
3456,24,H,no
3457,25,H,si
3458,63,M,no
3459,7,M,si
3460,15,M,no
3461,45,M,no
3462,44,H,no
3463,36,H,no
3464,14,H,no
3465,53,H,si
3466,51,M,no
3467,49,M,no
3468,32,H,no
3469,57,H,no
3470,9,H,no
3471,18,H,no
3472,44,M,no
3473,65,H,no
3474,31,H,no
3475,61,M,no
3476,23,M,no
3477,22,M,si
3478,17,M,no
3479,28,M,no
3480,37,M,no
3481,71,M,no
3482,39,M,no
3483,47,M,no
3484,2,M,si
3485,37,M,si
3486,27,M,no
3487,30,H,si
3488,47,H,no
3489,46,H,no
3490,33,M,no
3491,33,H,no
3492,15,M,no
3493,27,M,no
3494,21,M,no
3495,28,H,no
3496,48,H,no
3497,49,H,no
3498,74,M,no
3499,32,M,no
3500,63,M,no
3501,85,M,no
3502,39,M,no
3503,2,H,no
3504,54,M,no
3505,29,H,no
3506,89,M,no
3507,7,M,no
3508,43,H,si
3509,10,H,no
3510,19,H,no
3511,66,M,no
3512,0,M,no
3513,32,H,no
3514,36,M,no
3515,1,M,no
3516,20,H,no
3517,60,H,no
3518,14,M,no
3519,66,M,no
3520,59,M,si
3521,38,H,no
3522,25,M,no
3523,34,H,no
3524,88,H,no
3525,18,H,si
3526,22,M,no
3527,7,H,no
3528,45,H,si
3529,69,M,si
3530,47,H,no
3531,24,H,no
3532,5,M,no
3533,46,M,no
3534,38,M,no
3535,52,M,no
3536,19,H,no
3537,43,H,no
3538,12,M,no
3539,27,H,no
3540,64,H,no
3541,60,M,si
3542,46,H,no
3543,9,H,no
3544,45,M,no
3545,26,H,no
3546,25,H,no
3547,7,M,no
3548,13,H,si
3549,37,H,no
3550,32,M,no
3551,17,M,no
3552,12,M,no
3553,56,M,no
3554,18,M,no
3555,33,H,no
3556,14,H,no
3557,39,H,no
3558,23,M,no
3559,17,M,no
3560,32,H,no
3561,2,H,no
3562,63,M,si
3563,19,M,no
3564,16,H,no
3565,45,H,no
3566,59,H,no
3567,74,H,no
3568,32,M,no
3569,18,H,no
3570,13,H,no
3571,49,M,no
3572,16,H,no
3573,40,H,no
3574,4,H,no
3575,63,M,no
3576,51,M,no
3577,5,M,no
3578,63,H,si
3579,38,M,no
3580,19,M,no
3581,70,M,no
3582,66,H,no
3583,53,M,no
3584,46,H,no
3585,32,M,no
3586,20,M,si
3587,4,H,no
3588,20,H,si
3589,19,M,no
3590,26,H,no
3591,60,M,no
3592,56,H,no
3593,62,M,no
3594,48,M,no
3595,47,H,no
3596,2,M,no
3597,28,M,no
3598,15,H,no
3599,0,M,no
3600,21,H,no
3601,24,M,no
3602,35,H,no
3603,37,M,no
3604,49,M,si
3605,24,M,no
3606,31,M,no
3607,69,M,no
3608,64,M,no
3609,3,H,no
3610,16,M,si
3611,30,M,no
3612,42,M,no
3613,56,M,no
3614,46,M,no
3615,78,M,no
3616,7,H,no
3617,26,M,no
3618,62,H,no
3619,82,H,no
3620,66,M,no
3621,65,M,no
3622,51,H,no
3623,41,H,no
3624,16,M,si
3625,50,M,no
3626,23,H,no
3627,11,H,no
3628,7,H,no
3629,38,M,no
3630,5,H,no
3631,54,M,si
3632,11,H,no
3633,34,M,no
3634,62,M,no
3635,49,M,no
3636,34,H,no
3637,1,M,no
3638,47,H,no
3639,46,H,si
3640,50,H,no
3641,48,H,no
3642,7,M,no
3643,39,H,no
3644,33,H,no
3645,52,M,no
3646,57,M,no
3647,19,M,no
3648,35,M,no
3649,7,M,si
3650,32,H,no
3651,79,M,no
3652,57,H,no
3653,33,H,no
3654,57,M,no
3655,73,H,no
3656,49,H,no
3657,38,H,si
3658,85,H,no
3659,64,M,no
3660,19,M,si
3661,51,H,no
3662,46,M,no
3663,25,H,no
3664,54,H,no
3665,28,M,no
3666,31,H,si
3667,44,M,no
3668,56,H,si
3669,55,M,no
3670,40,H,no
3671,27,H,no
3672,17,H,no
3673,17,H,no
3674,60,H,no
3675,45,H,no
3676,52,H,no
3677,34,H,no
3678,38,H,no
3679,35,M,no
3680,55,H,no
3681,70,M,no
3682,9,H,si
3683,79,M,no
3684,56,H,no
3685,22,H,no
3686,50,H,no
3687,3,M,si
3688,16,H,no
3689,44,M,no
3690,6,H,no
3691,15,H,no
3692,79,M,no
3693,0,M,no
3694,52,H,no
3695,27,M,si
3696,3,M,no
3697,53,M,no
3698,2,M,si
3699,44,M,no
3700,34,H,no
3701,14,M,no
3702,13,M,no
3703,16,M,si
3704,55,M,no
3705,14,M,no
3706,74,M,no
3707,81,M,no
3708,25,M,no
3709,47,M,no
3710,70,M,si
3711,56,M,no
3712,30,H,si
3713,4,M,no
3714,21,M,si
3715,71,M,no
3716,4,M,no
3717,24,M,no
3718,18,M,no
3719,25,H,no
3720,39,H,no
3721,21,M,si
3722,6,M,no
3723,28,M,si
3724,8,M,no
3725,40,H,no
3726,50,H,no
3727,63,H,no
3728,52,H,no
3729,12,H,no
3730,19,H,no
3731,85,H,no
3732,22,H,no
3733,50,M,no
3734,66,M,no
3735,52,H,no
3736,69,H,si
3737,38,M,no
3738,48,M,no
3739,1,H,no
3740,15,M,no
3741,42,H,no
3742,22,H,si
3743,50,M,no
3744,19,H,no
3745,20,M,no
3746,69,M,no
3747,45,H,no
3748,13,H,no
3749,55,M,no
3750,28,M,no
3751,52,H,si
3752,53,H,no
3753,31,H,no
3754,17,H,no
3755,47,H,si
3756,7,M,no
3757,57,H,no
3758,4,M,no
3759,30,H,no
3760,11,M,no
3761,41,M,no
3762,52,H,no
3763,77,M,no
3764,47,M,no
3765,54,H,no
3766,54,M,no
3767,31,H,no
3768,7,H,no
3769,22,M,no
3770,70,H,no
3771,61,M,no
3772,0,H,si
3773,42,H,no
3774,43,H,no
3775,49,H,no
3776,63,M,no
3777,55,M,no
3778,32,H,no
3779,19,M,no
3780,40,H,no
3781,50,M,no
3782,17,H,no
3783,51,M,no
3784,19,H,no
3785,24,M,no
3786,23,M,si
3787,47,H,no
3788,44,H,no
3789,52,H,no
3790,5,M,no
3791,81,M,no
3792,35,H,no
3793,10,H,no
3794,1,H,no
3795,46,M,no
3796,73,H,no
3797,28,M,no
3798,59,M,no
3799,12,M,si
3800,58,H,no
3801,1,H,no
3802,67,H,no
3803,36,H,no
3804,47,H,no
3805,34,H,no
3806,24,H,no
3807,80,M,no
3808,29,H,no
3809,47,H,si
3810,32,M,no
3811,3,H,no
3812,4,H,no
3813,16,M,no
3814,58,H,no
3815,26,H,si
3816,61,M,no
3817,30,M,si
3818,6,M,no
3819,16,M,si
3820,26,H,no
3821,56,H,no
3822,11,H,no
3823,63,H,no
3824,8,M,si
3825,22,H,no
3826,71,H,no
3827,13,H,no
3828,4,H,no
3829,6,M,no
3830,75,H,no
3831,55,H,no
3832,20,H,si
3833,29,H,no
3834,26,M,no
3835,15,M,no
3836,33,H,no
3837,31,M,si
3838,60,M,no
3839,0,H,no
3840,39,H,si
3841,10,M,si
3842,19,H,no
3843,35,M,no
3844,17,H,no
3845,47,M,no
3846,56,M,no
3847,54,H,no
3848,31,M,no
3849,54,H,no
3850,45,M,no
3851,42,H,no
3852,24,M,no
3853,0,H,si
3854,53,M,no
3855,37,M,no
3856,20,H,no
3857,9,H,no
3858,37,H,si
3859,45,M,si
3860,14,M,si
3861,14,H,no
3862,37,M,no
3863,32,H,no
3864,55,H,no
3865,60,M,no
3866,32,H,no
3867,15,H,no
3868,44,H,no
3869,34,H,no
3870,53,H,no
3871,54,H,no
3872,61,H,no
3873,37,M,no
3874,35,M,no
3875,46,H,no
3876,38,M,si
3877,38,H,no
3878,40,M,no
3879,22,M,no
3880,70,M,no
3881,45,M,no
3882,63,H,no
3883,53,H,no
3884,58,M,no
3885,21,M,no
3886,29,M,si
3887,70,M,no
3888,54,H,no
3889,40,M,no
3890,66,M,no
3891,36,M,no
3892,10,M,no
3893,3,H,no
3894,26,H,no
3895,20,M,no
3896,32,M,no
3897,10,H,no
3898,38,M,no
3899,2,H,no
3900,30,M,si
3901,20,H,no
3902,58,M,no
3903,15,H,no
3904,29,H,no
3905,30,H,si
3906,78,M,no
3907,41,H,no
3908,50,H,no
3909,48,M,no
3910,16,M,no
3911,56,H,no
3912,6,H,no
3913,3,M,si
3914,69,H,si
3915,12,H,no
3916,38,M,no
3917,3,M,no
3918,50,M,no
3919,84,H,no
3920,50,H,no
3921,27,H,no
3922,20,M,no
3923,27,H,no
3924,6,M,no
3925,29,H,no
3926,7,H,no
3927,55,M,no
3928,19,H,no
3929,48,M,si
3930,22,M,no
3931,3,M,no
3932,38,M,no
3933,7,H,no
3934,52,M,no
3935,26,M,no
3936,70,H,si
3937,27,M,no
3938,28,M,no
3939,20,H,no
3940,63,H,no
3941,10,M,no
3942,40,H,no
3943,60,H,si
3944,16,M,no
3945,67,H,no
3946,42,M,no
3947,54,H,no
3948,35,M,si
3949,29,M,no
3950,12,M,si
3951,20,M,no
3952,24,M,no
3953,48,M,no
3954,54,M,no
3955,5,H,no
3956,18,H,no
3957,18,H,no
3958,51,H,si
3959,50,M,no
3960,47,M,si
3961,46,H,no
3962,82,M,no
3963,35,M,no
3964,31,M,no
3965,38,H,no
3966,12,H,no
3967,10,M,no
3968,73,H,no
3969,50,M,no
3970,55,H,no
3971,23,M,no
3972,56,H,no
3973,58,H,no
3974,51,M,no
3975,7,H,no
3976,5,H,no
3977,32,H,no
3978,57,M,no
3979,5,M,no
3980,44,H,no
3981,22,M,no
3982,18,H,no
3983,5,H,no
3984,29,M,no
3985,44,H,no
3986,79,H,no
3987,3,H,no
3988,84,M,no
3989,21,M,no
3990,6,M,no
3991,39,M,no
3992,37,M,no
3993,26,H,si
3994,55,M,no
3995,41,H,no
3996,42,H,no
3997,70,H,si
3998,7,M,no
3999,85,M,no
4000,78,M,si
4001,12,M,no
4002,21,M,no
4003,57,H,si
4004,51,M,no
4005,34,M,no
4006,79,M,no
4007,64,M,si
4008,57,M,no
4009,26,H,no
4010,27,M,si
4011,71,M,no
4012,3,H,no
4013,11,M,no
4014,75,M,si
4015,87,M,no
4016,53,H,no
4017,16,H,no
4018,32,H,no
4019,36,M,no
4020,14,H,no
4021,13,M,si
4022,56,M,no
4023,19,H,no
4024,9,M,si
4025,45,M,no
4026,76,H,no
4027,24,H,no
4028,59,H,no
4029,11,H,no
4030,1,H,no
4031,53,H,no
4032,30,M,no
4033,48,H,no
4034,40,M,no
4035,8,M,no
4036,15,M,no
4037,1,H,no
4038,37,M,no
4039,6,H,si
4040,1,H,si
4041,6,H,no
4042,50,M,no
4043,22,M,no
4044,56,M,no
4045,79,H,no
4046,36,H,no
4047,67,H,si
4048,62,M,no
4049,28,M,no
4050,17,H,no
4051,38,H,no
4052,34,H,si
4053,6,M,no
4054,20,M,no
4055,32,M,no
4056,52,M,no
4057,39,M,no
4058,31,H,no
4059,46,H,no
4060,54,M,no
4061,71,M,si
4062,21,H,no
4063,43,M,no
4064,73,H,no
4065,23,H,no
4066,28,M,no
4067,72,H,no
4068,2,M,no
4069,58,H,no
4070,1,M,no
4071,46,H,no
4072,30,M,no
4073,29,M,no
4074,24,M,si
4075,4,H,no
4076,22,M,si
4077,60,H,no
4078,3,M,no
4079,28,M,no
4080,31,H,no
4081,11,M,no
4082,53,H,no
4083,49,M,no
4084,62,M,no
4085,4,H,no
4086,42,M,si
4087,22,H,si
4088,54,H,no
4089,27,M,no
4090,27,H,no
4091,53,H,no
4092,54,H,no
4093,73,H,si
4094,19,H,no
4095,50,H,no
4096,48,M,no
4097,1,H,no
4098,18,M,no
4099,36,H,no
4100,8,M,no
4101,36,H,no
4102,81,M,no
4103,57,H,no
4104,62,H,no
4105,22,H,no
4106,37,M,no
4107,12,H,no
4108,64,M,no
4109,67,M,no
4110,7,M,no
4111,75,M,no
4112,49,H,no
4113,45,H,no
4114,22,H,no
4115,33,H,no
4116,4,H,no
4117,82,M,no
4118,25,H,no
4119,19,M,no
4120,7,H,no
4121,53,M,no
4122,76,H,no
4123,76,H,no
4124,37,M,no
4125,47,M,no
4126,57,M,no
4127,61,M,no
4128,68,H,no
4129,44,H,no
4130,55,M,no
4131,1,H,no
4132,4,H,no
4133,41,M,no
4134,38,M,no
4135,24,H,si
4136,34,H,no
4137,21,M,no
4138,75,M,si
4139,15,M,no
4140,17,H,no
4141,2,M,si
4142,15,H,si
4143,64,M,no
4144,24,M,no
4145,51,H,no
4146,33,H,no
4147,59,H,no
4148,19,H,no
4149,43,H,no
4150,7,H,no
4151,19,H,no
4152,0,M,no
4153,41,H,no
4154,30,H,no
4155,36,H,si
4156,46,H,no
4157,11,M,no
4158,32,H,no
4159,25,M,no
4160,21,H,no
4161,17,H,si
4162,21,M,no
4163,8,H,no
4164,6,M,no
4165,9,M,no
4166,49,H,si
4167,60,H,no
4168,15,H,no
4169,20,H,no
4170,50,H,no
4171,0,H,no
4172,4,M,no
4173,22,H,no
4174,47,M,no
4175,45,M,no
4176,55,M,no
4177,22,M,no
4178,25,M,no
4179,29,H,no
4180,25,M,no
4181,46,M,si
4182,52,M,no
4183,18,M,no
4184,33,H,no
4185,27,H,no
4186,33,M,no
4187,3,M,no
4188,31,H,no
4189,26,H,no
4190,15,H,no
4191,30,H,no
4192,64,H,si
4193,0,H,no
4194,64,M,no
4195,13,H,no
4196,31,H,no
4197,3,M,no
4198,24,M,no
4199,21,M,no
4200,75,H,no
4201,3,H,si
4202,13,H,no
4203,51,M,no
4204,65,M,no
4205,13,H,no
4206,31,H,no
4207,60,M,no
4208,39,H,no
4209,35,H,no
4210,47,M,no
4211,25,H,no
4212,2,H,no
4213,4,H,no
4214,19,H,no
4215,32,M,no
4216,51,M,no
4217,64,M,no
4218,9,M,no
4219,4,H,si
4220,34,H,si
4221,6,H,no
4222,37,H,no
4223,45,M,no
4224,36,M,si
4225,63,H,no
4226,23,H,no
4227,53,M,no
4228,55,H,no
4229,4,M,no
4230,47,M,no
4231,29,H,no
4232,77,M,no
4233,26,M,no
4234,14,M,no
4235,41,M,no
4236,6,H,si
4237,33,M,no
4238,32,M,no
4239,76,M,no
4240,11,M,no
4241,44,H,no
4242,29,M,no
4243,17,M,no
4244,7,H,no
4245,1,M,no
4246,19,M,si
4247,27,H,si
4248,50,M,no
4249,12,H,no
4250,69,H,no
4251,67,H,no
4252,33,M,si
4253,1,M,no
4254,47,M,no
4255,54,H,no
4256,23,H,no
4257,59,H,no
4258,47,M,no
4259,16,M,no
4260,49,M,no
4261,69,M,no
4262,26,H,si
4263,38,M,si
4264,34,M,no
4265,58,H,no
4266,8,M,no
4267,38,H,no
4268,31,H,no
4269,73,H,no
4270,57,M,no
4271,0,H,no
4272,52,H,no
4273,36,M,no
4274,5,H,no
4275,51,M,no
4276,25,M,si
4277,10,H,no
4278,31,H,no
4279,33,H,no
4280,29,H,si
4281,84,M,no
4282,38,H,si
4283,72,H,no
4284,41,H,no
4285,69,H,no
4286,78,M,no
4287,54,H,no
4288,14,M,no
4289,4,M,no
4290,67,M,no
4291,45,M,no
4292,21,H,si
4293,4,M,no
4294,25,H,no
4295,56,M,no
4296,30,M,no
4297,53,H,no
4298,80,M,no
4299,67,M,no
4300,21,H,si
4301,25,M,si
4302,70,M,no
4303,55,H,no
4304,55,M,si
4305,77,M,no
4306,44,M,no
4307,27,M,no
4308,1,M,no
4309,60,H,no
4310,24,M,no
4311,16,H,no
4312,21,H,no
4313,11,H,si
4314,59,M,no
4315,33,H,si
4316,84,H,no
4317,12,M,no
4318,24,H,no
4319,40,H,si
4320,28,M,si
4321,21,M,si
4322,7,H,no
4323,1,H,no
4324,40,M,no
4325,59,H,no
4326,2,H,no
4327,52,H,no
4328,81,H,no
4329,46,H,no
4330,44,M,no
4331,51,M,no
4332,43,H,no
4333,14,H,si
4334,29,M,si
4335,47,H,no
4336,8,H,no
4337,41,H,no
4338,44,M,no
4339,38,H,si
4340,12,H,no
4341,27,H,no
4342,67,M,no
4343,36,H,no
4344,50,H,no
4345,18,M,no
4346,99,M,no
4347,40,M,no
4348,4,H,no
4349,26,H,no
4350,71,H,si
4351,8,M,no
4352,1,M,no
4353,44,M,no
4354,18,H,si
4355,33,M,no
4356,30,M,no
4357,0,M,no
4358,30,H,no
4359,12,M,no
4360,13,H,no
4361,85,M,no
4362,1,H,no
4363,20,M,no
4364,17,H,no
4365,16,M,no
4366,36,M,no
4367,5,H,no
4368,20,H,si
4369,20,M,si
4370,57,H,no
4371,49,M,no
4372,37,M,no
4373,27,M,si
4374,40,M,no
4375,24,H,no
4376,52,H,no
4377,16,M,no
4378,38,H,no
4379,48,H,si
4380,62,H,no
4381,24,M,no
4382,25,M,si
4383,55,H,no
4384,52,M,no
4385,25,H,no
4386,2,M,no
4387,27,M,no
4388,27,M,no
4389,50,H,si
4390,25,M,no
4391,4,H,si
4392,30,M,si
4393,42,H,no
4394,26,H,no
4395,25,M,no
4396,60,H,no
4397,18,H,no
4398,62,H,si
4399,32,H,no
4400,51,H,no
4401,21,M,no
4402,38,H,no
4403,40,M,no
4404,0,M,no
4405,54,H,si
4406,68,H,no
4407,35,M,no
4408,14,H,no
4409,36,M,no
4410,53,M,no
4411,2,M,no
4412,51,H,no
4413,25,M,no
4414,26,H,no
4415,10,M,no
4416,38,H,no
4417,22,H,no
4418,53,H,si
4419,20,H,no
4420,15,H,no
4421,30,H,no
4422,24,H,no
4423,28,H,no
4424,52,M,si
4425,53,M,si
4426,60,H,no
4427,58,H,no
4428,7,M,si
4429,0,H,no
4430,27,M,no
4431,37,H,no
4432,34,H,no
4433,31,M,si
4434,50,M,no
4435,55,M,no
4436,71,M,no
4437,72,M,no
4438,73,M,si
4439,46,H,no
4440,65,M,no
4441,25,M,no
4442,58,M,no
4443,67,H,no
4444,20,M,no
4445,8,H,no
4446,20,M,no
4447,12,M,no
4448,15,H,no
4449,42,H,no
4450,36,M,si
4451,25,M,no
4452,23,H,no
4453,29,M,si
4454,57,H,no
4455,27,H,no
4456,53,M,no
4457,19,H,no
4458,12,M,no
4459,27,M,si
4460,65,H,no
4461,25,M,si
4462,47,M,no
4463,36,H,no
4464,52,M,no
4465,20,H,no
4466,10,H,si
4467,65,H,no
4468,27,H,no
4469,35,M,si
4470,32,H,no
4471,21,M,si
4472,37,M,no
4473,19,H,no
4474,5,M,no
4475,29,M,no
4476,15,H,no
4477,7,H,no
4478,5,H,no
4479,43,M,no
4480,15,H,no
4481,59,M,si
4482,71,M,si
4483,48,M,no
4484,6,H,no
4485,81,H,no
4486,24,H,no
4487,92,M,no
4488,76,H,no
4489,29,M,no
4490,5,H,no
4491,55,H,no
4492,14,M,no
4493,61,M,no
4494,29,H,no
4495,37,H,no
4496,9,M,si
4497,26,H,si
4498,21,M,no
4499,9,M,no
4500,31,H,no
4501,38,M,no
4502,52,H,no
4503,43,H,no
4504,29,M,no
4505,50,H,no
4506,18,M,no
4507,13,H,no
4508,27,H,no
4509,14,H,no
4510,18,M,no
4511,66,H,no
4512,57,H,no
4513,32,H,no
4514,18,H,no
4515,45,M,no
4516,34,M,no
4517,47,M,no
4518,18,M,no
4519,19,M,no
4520,44,H,si
4521,28,H,no
4522,1,H,no
4523,61,H,no
4524,16,H,no
4525,31,M,no
4526,15,H,no
4527,4,H,no
4528,11,H,si
4529,43,M,no
4530,27,M,no
4531,27,H,si
4532,37,H,no
4533,60,H,no
4534,51,H,no
4535,36,H,si
4536,54,M,no
4537,25,H,no
4538,29,H,no
4539,9,H,no
4540,16,M,no
4541,22,M,no
4542,25,M,no
4543,71,M,no
4544,55,H,no
4545,34,H,no
4546,33,M,si
4547,40,M,si
4548,59,H,no
4549,8,M,no
4550,72,M,no
4551,72,M,no
4552,60,H,no
4553,51,M,si
4554,8,H,no
4555,12,H,si
4556,50,M,no
4557,46,M,si
4558,48,H,no
4559,28,H,no
4560,53,H,si
4561,28,H,no
4562,77,M,no
4563,38,M,no
4564,55,M,no
4565,49,M,no
4566,25,M,no
4567,46,M,no
4568,62,M,no
4569,10,M,no
4570,30,M,no
4571,20,M,no
4572,14,H,no
4573,70,H,no
4574,43,M,no
4575,40,M,si
4576,80,M,no
4577,63,M,no
4578,14,H,no
4579,42,M,no
4580,21,M,si
4581,2,M,no
4582,39,H,no
4583,20,M,no
4584,58,M,no
4585,58,H,no
4586,35,M,no
4587,31,H,si
4588,52,M,no
4589,49,H,si
4590,63,H,no
4591,5,M,no
4592,3,H,no
4593,81,H,no
4594,14,H,no
4595,60,H,no
4596,81,H,no
4597,37,H,no
4598,65,H,si
4599,69,H,no
4600,56,H,no
4601,85,H,no
4602,24,M,no
4603,61,M,no
4604,15,H,no
4605,56,H,no
4606,66,H,no
4607,3,H,no
4608,51,H,no
4609,15,M,no
4610,45,M,no
4611,45,H,no
4612,32,H,no
4613,17,H,no
4614,13,M,no
4615,64,M,no
4616,37,M,no
4617,6,H,no
4618,34,H,si
4619,22,M,no
4620,21,H,no
4621,21,H,no
4622,49,H,no
4623,83,H,no
4624,27,M,no
4625,9,M,si
4626,25,H,no
4627,54,M,no
4628,65,M,no
4629,8,M,no
4630,10,M,no
4631,80,H,no
4632,38,M,no
4633,12,M,no
4634,58,M,no
4635,34,H,si
4636,70,M,si
4637,14,M,no
4638,63,M,no
4639,85,M,no
4640,32,M,no
4641,26,H,no
4642,59,H,no
4643,90,M,no
4644,69,M,no
4645,53,H,no
4646,58,H,no
4647,5,H,no
4648,32,M,no
4649,21,M,no
4650,53,M,si
4651,10,M,no
4652,40,H,no
4653,13,H,no
4654,30,H,no
4655,42,M,no
4656,35,H,no
4657,63,H,no
4658,25,H,no
4659,48,H,no
4660,59,M,no
4661,38,M,no
4662,25,M,no
4663,10,H,no
4664,66,H,no
4665,36,M,no
4666,59,M,no
4667,63,H,no
4668,14,H,si
4669,21,M,no
4670,41,M,no
4671,6,H,no
4672,18,M,no
4673,14,H,no
4674,12,M,si
4675,35,M,no
4676,7,H,no
4677,1,M,no
4678,6,M,si
4679,26,M,no
4680,15,M,no
4681,43,M,no
4682,18,H,no
4683,58,M,no
4684,12,M,no
4685,47,H,si
4686,26,H,no
4687,1,H,no
4688,40,H,no
4689,36,H,no
4690,4,H,no
4691,43,M,no
4692,50,M,no
4693,18,M,no
4694,74,H,no
4695,60,M,no
4696,13,H,no
4697,15,H,no
4698,61,H,si
4699,55,H,no
4700,20,H,no
4701,37,H,no
4702,29,H,no
4703,59,H,no
4704,57,H,no
4705,62,H,no
4706,5,H,no
4707,3,M,no
4708,24,H,no
4709,66,M,no
4710,61,M,no
4711,56,M,no
4712,38,M,no
4713,4,M,no
4714,32,M,no
4715,28,M,no
4716,55,H,no
4717,41,H,no
4718,79,M,no
4719,40,H,no
4720,50,H,si
4721,61,M,no
4722,29,M,no
4723,40,H,no
4724,50,M,no
4725,28,M,no
4726,17,M,no
4727,40,M,no
4728,12,H,no
4729,41,M,no
4730,21,M,no
4731,22,H,no
4732,42,H,no
4733,45,H,no
4734,28,H,no
4735,30,H,no
4736,56,M,no
4737,53,M,no
4738,58,M,no
4739,52,H,no
4740,70,M,no
4741,55,H,si
4742,62,H,no
4743,44,H,no
4744,5,M,no
4745,10,M,no
4746,11,M,no
4747,21,M,si
4748,11,M,si
4749,49,M,no
4750,71,M,no
4751,12,M,no
4752,24,M,no
4753,69,M,no
4754,38,M,no
4755,50,H,no
4756,32,H,no
4757,62,H,no
4758,21,M,no
4759,9,M,no
4760,38,M,no
4761,17,M,no
4762,80,M,no
4763,26,M,no
